MP Name,composite_risk_rank,composite_risk_score,risk_band,is_flagged_composite,constituency_proxy,top_vendor,is_ghost_work_flagged,true_label,top_shap_drivers,num_works,anomaly_score_mean,anomaly_score_max,anomaly_flag_rate,cost_deviation_pct_mean,cost_deviation_pct_max,sor_match_confidence_mean,duplicate_score_mean,duplicate_score_max,duplicate_flag_rate,duplicate_group_size_max,injected_anomaly_frac,ghost_work_rate,constituency_proxy_state,constituency_proxy_district,num_months,deviation_flag_rate,residual_pct_mean,residual_pct_max,total_actual_amount,num_primary_vendors,collusion_score_mean,collusion_score_max,flagged_vendor_rate,any_flagged_vendor,top_vendor_total_amount,top_vendor_collusion_score,top_vendor_is_flagged_collusion,target_high_risk,driver_1_feature,driver_1_shap,driver_2_feature,driver_2_shap,driver_3_feature,driver_3_shap,composite_risk_score_raw_oof,composite_risk_score_in_sample,decision_threshold,is_flagged_capacity,risk_percentile,label_agreement
HARIBHAI PATEL,115,0.8,Critical,1,"MAHESANA, Gujarat",AMICHANDBHAI PATEL GROUP SERVICES,1.0,1,cost_deviation_pct_mean (+3.203); anomaly_score_max (+0.355); collusion_score_mean (-0.332),150,0.1798877593412125,0.2224929561759976,0.0733333333333333,0.1681906666666666,2.9659,0.86402,0.3030262718008282,0.8236027173995971,0.4266666666666667,115.0,0.08,0.4266666666666667,Gujarat,MAHESANA,21,0.0,0.529486707385918,1.145991641651578,51381778.0,187,0.317743780633054,0.5507101558572147,0.0,0.0,3889251.0,0.5507101558572147,0.0,1,cost_deviation_pct_mean,3.2033331,anomaly_score_max,0.35496962,collusion_score_mean,-0.33238056,0.8735865155855814,0.93768,0.5,1,0.8353566009104704,agree
JITIN PRASADA,116,0.8,Critical,1,"PILIBHIT, Uttar Pradesh",INDRA JEET VERMA,0.0,1,cost_deviation_pct_mean (+2.604); num_works (-0.599); cost_deviation_pct_max (+0.445),22,0.1884992583118188,0.2209613754053245,0.0454545454545454,0.1737318181818181,2.2532,0.8438181818181818,0.0,0.0,0.0,1.0,0.0909090909090909,0.0,Uttar Pradesh,PILIBHIT,14,0.0,0.8422578191772199,2.344874067214651,41842816.0,12,0.6029127462950993,0.6588944552179846,0.1666666666666666,1.0,7177188.0,0.6588944552179846,1.0,1,cost_deviation_pct_mean,2.6039822,num_works,-0.5986955,cost_deviation_pct_max,0.44485846,0.8716028531392416,0.9098164,0.5,1,0.8353566009104704,agree
Shri Balyogi Umeshnath (2024-30),117,0.8,Critical,1,"Sitting Rajya Sabha, Madhya Pradesh",DHATRAWADA,0.0,1,num_works (+1.643); cost_deviation_pct_max (+1.304); sor_match_confidence_mean (+0.402),11,0.0977835179498029,0.2062167738322819,0.1818181818181818,0.1148454545454545,0.7913,0.8771818181818183,0.0,0.0,0.0,1.0,0.0909090909090909,0.0,Madhya Pradesh,Sitting Rajya Sabha,20,0.0,0.6613911329475496,1.6572350163582823,42047000.0,47,0.496281524066255,0.6168677727501257,0.0,0.0,2240000.0,0.6168677727501257,0.0,1,num_works,1.64275,cost_deviation_pct_max,1.3040006,sor_match_confidence_mean,0.40168867,0.8703712821006775,0.95062256,0.5,1,0.8353566009104704,agree
Shri Neeraj Shekhar (2020-26),118,0.8,Critical,1,"Sitting Rajya Sabha, Uttar Pradesh",SHAIL CONSTRUCTION,0.0,1,cost_deviation_pct_mean (+3.042); residual_pct_max (-0.323); anomaly_score_max (-0.187),41,0.1676947133331712,0.2041008856359567,0.073170731707317,0.1746243902439024,2.6522,0.826170731707317,0.0,0.0,0.0,1.0,0.073170731707317,0.0,Uttar Pradesh,Sitting Rajya Sabha,26,0.0769230769230769,0.4554955568737628,1.4069855642819002,90266672.0,4,0.5606563779357897,0.6594582704876822,0.25,1.0,57493940.0,0.623348954966602,0.0,1,cost_deviation_pct_mean,3.0420306,residual_pct_max,-0.3231269,anomaly_score_max,-0.18656638,0.8681682149569193,0.9411809,0.5,1,0.8353566009104704,agree
D M Kathir Anand,119,0.8,Critical,1,"VELLORE, Tamil Nadu",VINAYAGAM ENTERPRISES,1.0,1,num_works (+1.242); cost_deviation_pct_max (+0.950); sor_match_confidence_mean (+0.386),15,0.1107235564952309,0.1853623082452916,0.1333333333333333,0.1389399999999999,1.0217,0.9034,0.6940541411414071,0.8277925066947937,0.9333333333333332,68.0,0.0666666666666666,0.9333333333333332,Tamil Nadu,VELLORE,16,0.0,0.5454239903804377,1.7177729438388398,37215042.0,20,0.582597320979674,0.65019302592832,0.05,1.0,4397876.0,0.65019302592832,1.0,1,num_works,1.2416602,cost_deviation_pct_max,0.94987243,sor_match_confidence_mean,0.3856883,0.8659007350603739,0.9256103,0.5,1,0.8353566009104704,agree
SURENDRA PRASAD YADAV,120,0.8,Critical,1,"JAHANABAD, Bihar",AE  KURTHA,1.0,0,cost_deviation_pct_mean (+2.648); cost_deviation_pct_max (-0.763); residual_pct_max (-0.327),142,0.1039233532031953,0.2200625554132297,0.0915492957746478,0.1683521126760563,2.9951,0.8562323943661971,0.6602660161400148,0.8680000119209289,0.8169014084507042,54.0,0.0633802816901408,0.8169014084507042,Bihar,JAHANABAD,15,0.0666666666666666,0.6235898976755451,1.3748708156602398,71115717.0,8,0.6133468451483157,0.6641806722689076,0.125,1.0,21404411.0,0.6268539467068879,0.0,0,cost_deviation_pct_mean,2.6476605,cost_deviation_pct_max,-0.7630033,residual_pct_max,-0.32662383,0.8656842907269796,0.5420505,0.5,1,0.8353566009104704,false_positive
Shri Ghanshyam Tiwari (2022-28),121,0.8,Critical,1,"Sitting Rajya Sabha, Rajasthan",Chandralok construction company,0.0,1,cost_deviation_pct_mean (+3.213); num_works (-0.592); collusion_score_mean (-0.325),30,0.1466021181739926,0.2221498966260095,0.1,0.1706566666666666,2.7854,0.8605333333333333,0.0,0.0,0.0,1.0,0.0666666666666666,0.0,Rajasthan,Sitting Rajya Sabha,29,0.0,0.5076380429254506,1.7810030187840935,45570943.0,91,0.3279463560572158,0.6065916110033758,0.0,0.0,2507978.0,0.6065916110033758,0.0,1,cost_deviation_pct_mean,3.2125564,num_works,-0.59167874,collusion_score_mean,-0.32538527,0.8602224985758463,0.91858983,0.5,1,0.8353566009104704,agree
MOHIBBULLAH,122,0.8,Critical,1,"RAMPUR, Uttar Pradesh",AL ARQAM ENTERPRISES,1.0,1,cost_deviation_pct_mean (+2.339); collusion_score_max (+0.286); duplicate_score_max (-0.259),219,0.1797544031731656,0.220350035204697,0.045662100456621,0.1551917808219178,2.7393,0.843634703196347,0.8250001800770566,0.8680000119209289,0.9680365296803652,278.0,0.0730593607305936,0.9680365296803652,Uttar Pradesh,RAMPUR,23,0.0,0.7485680144939769,2.052971836978632,74744421.0,4,0.6479189111542053,0.670483193277311,0.75,1.0,32148095.0,0.670483193277311,1.0,1,cost_deviation_pct_mean,2.3385324,collusion_score_max,0.28609934,duplicate_score_max,-0.2589773,0.858046293258667,0.9471901,0.5,1,0.8353566009104704,agree
MALAIYARASAN D,123,0.8,Critical,1,"KALLAKURICHI, Tamil Nadu",DHANASEKARAN K,1.0,1,cost_deviation_pct_mean (+3.088); anomaly_flag_rate (-0.454); collusion_score_max (+0.280),198,0.1621725635538157,0.2203179837415246,0.0505050505050505,0.1690994949494949,2.9752,0.8533030303030303,0.7544870706537414,0.8680000119209289,0.9343434343434344,92.0,0.0707070707070707,0.9343434343434344,Tamil Nadu,KALLAKURICHI,22,0.0,0.746818198440877,3.47759904058133,121901141.0,9,0.5448860598370403,0.6701510091215974,0.2222222222222222,1.0,49833996.0,0.6701510091215974,1.0,1,cost_deviation_pct_mean,3.0882385,anomaly_flag_rate,-0.4539643,collusion_score_max,0.2795231,0.8575414021809896,0.92930657,0.5,1,0.8353566009104704,agree
Gyaneshwar Patil,124,0.8,Critical,1,"KHANDWA, Madhya Pradesh",KPL EQUIPMENTS PRIVATE LIMITED,1.0,1,cost_deviation_pct_mean (+2.489); anomaly_score_max (+0.387); duplicate_score_max (-0.185),164,0.1641541709955144,0.2216252719578949,0.0670731707317073,0.1547585365853658,2.9429,0.8475731707317073,0.7984749663802756,0.8680000119209289,0.9329268292682928,74.0,0.0670731707317073,0.9329268292682928,Madhya Pradesh,KHANDWA,28,0.0357142857142857,0.8960506589072935,3.975660038351192,86443874.0,80,0.3290896582992171,0.6952093657976012,0.025,1.0,34721452.0,0.649333836098542,0.0,1,cost_deviation_pct_mean,2.4885256,anomaly_score_max,0.38727316,duplicate_score_max,-0.1853528,0.8452627062797546,0.9284224,0.5,1,0.8353566009104704,agree
Shri Mayankkumar Nayak (2024-30),125,0.75,Critical,1,"Sitting Rajya Sabha, Gujarat",TATA MOTORS LIMITED,0.0,0,cost_deviation_pct_mean (+1.726); num_works (-0.945); anomaly_flag_rate (-0.540),20,0.1901331642431981,0.2221282075653285,0.05,0.155175,2.324,0.85145,0.0,0.0,0.0,1.0,0.05,0.0,Gujarat,Sitting Rajya Sabha,18,0.0555555555555555,0.7147682173807427,2.519072384020152,19560868.0,41,0.4539197511399807,0.6284062342885872,0.0,0.0,2859999.0,0.6284062342885872,0.0,0,cost_deviation_pct_mean,1.7261568,num_works,-0.94459134,anomaly_flag_rate,-0.53960055,0.8439634641011556,0.46666953,0.5,0,0.8034901365705615,false_positive
RAJ BHUSHAN CHOUDHARY,126,0.75,Critical,1,"MUZAFFARPUR, Bihar",SAHAYAK ABHIYANTA KUDHANI VIDHANSABHA KSHETRA,1.0,0,cost_deviation_pct_mean (+0.599); cost_deviation_pct_max (+0.575); residual_pct_max (-0.482),77,0.1622838617263076,0.2208481546783599,0.0779220779220779,0.1464727272727272,2.1666,0.8652337662337662,0.6261247668727999,0.8680000119209289,0.8571428571428571,23.0,0.0649350649350649,0.8571428571428571,Bihar,MUZAFFARPUR,22,0.0,0.6985296164538217,1.4566637154980684,96375137.0,7,0.6266223155929038,0.6614854916325504,0.1428571428571428,1.0,19628721.0,0.6614854916325504,1.0,0,cost_deviation_pct_mean,0.59933436,cost_deviation_pct_max,0.57546985,residual_pct_max,-0.48240593,0.8239091634750366,0.5284886,0.5,0,0.8034901365705615,false_positive
Radha Mohan Singh,127,0.75,Critical,1,"PURVI CHAMPARAN, Bihar",MANOJ KUMAR,0.0,1,cost_deviation_pct_mean (+1.940); collusion_score_max (+0.238); anomaly_flag_rate (-0.136),60,0.1191398782152737,0.2203606847352298,0.1333333333333333,0.1516216666666666,2.6451,0.8646666666666667,0.0,0.0,0.0,1.0,0.0666666666666666,0.0,Bihar,PURVI CHAMPARAN,22,0.0454545454545454,0.6766581978034427,1.7741742222669692,69803891.0,15,0.5774664823194234,0.6791271636859872,0.1333333333333333,1.0,24585081.0,0.6722186310421605,1.0,1,cost_deviation_pct_mean,1.9400535,collusion_score_max,0.23817372,anomaly_flag_rate,-0.13579865,0.8194008668263754,0.9004404,0.5,0,0.8034901365705615,agree
BIBHU PRASAD TARAI,128,0.75,Critical,1,"JAGATSINGHPUR, Odisha",SATENDRA KUMAR SINGH,1.0,1,num_works (+1.393); cost_deviation_pct_max (+0.926); cost_deviation_pct_mean (+0.343),15,0.1834870878210587,0.2205693067571215,0.0666666666666666,0.1347066666666666,1.8892,0.7974666666666667,0.1429392596509721,0.7679999523162842,0.2,29.0,0.0666666666666666,0.2,Odisha,JAGATSINGHPUR,18,0.0555555555555555,0.5682880212013608,3.5110223949397588,16733683.0,32,0.4210889243517919,0.6488696760755583,0.0,0.0,5280000.0,0.6488696760755583,0.0,1,num_works,1.393105,cost_deviation_pct_max,0.9261888,cost_deviation_pct_mean,0.342552,0.8191958665847778,0.9126234,0.5,0,0.8034901365705615,agree
SHASHANK MANI,129,0.75,Critical,1,"DEORIA, Uttar Pradesh",P S ASSOCIATE,1.0,1,cost_deviation_pct_mean (+1.451); cost_deviation_pct_max (+0.575); anomaly_flag_rate (+0.243),45,0.1627430800755038,0.2082952925669349,0.0222222222222222,0.1472688888888888,2.3321,0.8258888888888889,0.571445241346891,0.828655126254959,0.7777777777777778,70.0,0.0666666666666666,0.7777777777777778,Uttar Pradesh,DEORIA,24,0.0833333333333333,0.6969282861446194,2.8328153622987204,80936917.0,19,0.4883550788736547,0.6689246211305035,0.0526315789473684,1.0,36172166.0,0.6159978093801624,0.0,1,cost_deviation_pct_mean,1.4514812,cost_deviation_pct_max,0.57518935,anomaly_flag_rate,0.2433293,0.8170232971509298,0.92344964,0.5,0,0.8034901365705615,agree
Kakoli Ghosh Dastidar ,130,0.75,Critical,1,"BARASAT, West Bengal",BAIDYA NATH GHOSH,1.0,1,cost_deviation_pct_mean (+3.078); duplicate_score_max (-0.236); cost_deviation_pct_max (-0.199),77,0.1625005887275696,0.2208851760799502,0.0909090909090909,0.1638376623376623,2.8934,0.8507922077922078,0.555070797005471,0.8680000119209289,0.6493506493506493,28.0,0.0779220779220779,0.6493506493506493,West Bengal,BARASAT,21,0.0476190476190476,1.1060768874693636,3.655872301729998,61929956.0,29,0.474032889017676,0.6551326941032823,0.0344827586206896,1.0,9522744.0,0.6551326941032823,1.0,1,cost_deviation_pct_mean,3.0782926,duplicate_score_max,-0.23646891,cost_deviation_pct_max,-0.19850722,0.8125652074813843,0.90975213,0.5,0,0.8034901365705615,agree
Dr. Anil Sukhdeorao Bonde (2022-28),131,0.75,Critical,1,"Sitting Rajya Sabha, Maharashtra",DURGA MOTORS,0.0,1,cost_deviation_pct_mean (+1.372); cost_deviation_pct_max (+0.821); anomaly_flag_rate (+0.240),50,0.1495744711922851,0.2196859124134009,0.02,0.139706,1.6469,0.8493600000000001,0.0,0.0,0.0,1.0,0.08,0.0,Maharashtra,Sitting Rajya Sabha,28,0.0357142857142857,0.8145471475356152,2.2122540491764995,86399726.0,50,0.5011025281907635,0.6347653163829634,0.0,0.0,5318750.0,0.6223326510091216,0.0,1,cost_deviation_pct_mean,1.371783,cost_deviation_pct_max,0.82126856,anomaly_flag_rate,0.23959374,0.8108417391777039,0.92956764,0.5,0,0.8034901365705615,agree
DR. KIRSAN NAMDEO,132,0.75,Critical,1,"GADCHIROLI-CHIMUR, Maharashtra",SAMIR RAMKRUSHNA TAJNE,0.0,0,cost_deviation_pct_mean (+1.317); num_works (-0.935); anomaly_flag_rate (-0.582),18,0.1577725447312074,0.2103188205455778,0.0555555555555555,0.1604222222222222,2.181,0.8756666666666667,0.0,0.0,0.0,1.0,0.0555555555555555,0.0,Maharashtra,GADCHIROLI-CHIMUR,11,0.0,0.5492490965462995,1.2477626709463496,22599453.0,18,0.5692506204761106,0.6556175034116211,0.0555555555555555,1.0,5816356.0,0.6556175034116211,1.0,0,cost_deviation_pct_mean,1.3167065,num_works,-0.9350588,anomaly_flag_rate,-0.58174103,0.8081371386845907,0.4535896,0.5,0,0.8034901365705615,false_positive
AKSHAYA YADAV,133,0.75,Critical,1,"FIROZABAD, Uttar Pradesh",MS RAJ KAMAL CONSTRUCTIONS,1.0,1,cost_deviation_pct_mean (+2.117); num_works (-0.360); cost_deviation_pct_max (+0.205),37,0.1018613593147513,0.2062600930217197,0.1081081081081081,0.1570243243243243,2.4405,0.8502432432432432,0.0718014465216309,0.674789300522028,0.1081081081081081,2.0,0.081081081081081,0.1081081081081081,Uttar Pradesh,FIROZABAD,20,0.1,1.388002635683753,3.719469506707536,95931875.0,2,0.6897507721037133,0.7022768081591612,1.0,1.0,94916874.0,0.7022768081591612,1.0,1,cost_deviation_pct_mean,2.1168954,num_works,-0.36021936,cost_deviation_pct_max,0.20549016,0.808072825272878,0.902169,0.5,0,0.8034901365705615,agree
Shri Haris Beeran (2024-30),134,0.75,Critical,1,"Sitting Rajya Sabha, Kerala",Mahindra and Mahindra Ltd,0.0,1,num_works (+1.659); cost_deviation_pct_max (+1.091); residual_pct_max (-0.276),11,0.1678678422747704,0.2193747076090834,0.0,0.1211727272727272,1.3246,0.8650909090909091,0.0,0.0,0.0,1.0,0.0909090909090909,0.0,Kerala,Sitting Rajya Sabha,14,0.0,0.4912164946176748,1.2509544445283254,17910402.0,20,0.5135108274078862,0.6755512461394815,0.05,1.0,18423866.0,0.6755512461394815,1.0,1,num_works,1.6593078,cost_deviation_pct_max,1.091193,residual_pct_max,-0.2761478,0.7954116463661194,0.9321594,0.5,0,0.8034901365705615,agree
MADHAVANENI RAGHUNANDAN RAO,135,0.75,Critical,1,"MEDAK, Telangana",PONNABOYANA SRINIVAS,1.0,1,cost_deviation_pct_mean (+1.474); sor_match_confidence_mean (+0.424); collusion_score_max (-0.174),41,0.1699290275846844,0.2185631584170921,0.073170731707317,0.1513536585365854,2.826,0.8708780487804879,0.2887983640983278,0.8599240609263871,0.3658536585365853,32.0,0.073170731707317,0.3658536585365853,Telangana,MEDAK,20,0.05,0.5588974240942358,2.588489121350108,30484168.0,30,0.5146168809404104,0.6256975867269985,0.0,0.0,2901934.0,0.6243311427134957,0.0,1,cost_deviation_pct_mean,1.4736142,sor_match_confidence_mean,0.42412388,collusion_score_max,-0.1744123,0.7801327506701151,0.8891279,0.5,0,0.8034901365705615,agree
Mala Rajya Laxmi Shah ,136,0.75,Critical,1,"TEHRI GARHWAL, Uttarakhand",Masti ram,1.0,1,cost_deviation_pct_mean (+2.424); cost_deviation_pct_max (-0.191); collusion_score_max (-0.130),84,0.1554286237241283,0.2189090847427561,0.0714285714285714,0.1604488095238095,2.8483,0.842297619047619,0.6862716538853149,0.858063738822937,0.8452380952380952,57.0,0.0714285714285714,0.8452380952380952,Uttarakhand,TEHRI GARHWAL,24,0.0416666666666666,0.6674364538219377,2.012128818908798,57285791.0,135,0.2441405840588846,0.64200872656755,0.0,0.0,18451193.0,0.6375152625152626,0.0,1,cost_deviation_pct_mean,2.423602,cost_deviation_pct_max,-0.19142498,collusion_score_max,-0.13006353,0.7768447200457255,0.89507633,0.5,0,0.8034901365705615,agree
DARSHAN SINGH CHOUDHARY,137,0.5,High,1,"HOSHANGABAD, Madhya Pradesh",Punyashila Automobiles,1.0,0,cost_deviation_pct_max (+0.611); cost_deviation_pct_mean (+0.581); collusion_score_mean (-0.221),49,0.1868432826069959,0.2172877838494298,0.0408163265306122,0.1330428571428571,2.2129,0.8588163265306122,0.6460481900757943,0.85810009765625,0.8571428571428571,37.0,0.0612244897959183,0.8571428571428571,Madhya Pradesh,HOSHANGABAD,22,0.0454545454545454,0.6082763958347251,2.868555586875616,30102552.0,146,0.3220693265012362,0.6361066221360339,0.0,0.0,4944000.0,0.6361066221360339,0.0,0,cost_deviation_pct_max,0.6108268,cost_deviation_pct_mean,0.5810356,collusion_score_mean,-0.2205582,0.7762882312138876,0.6725016,0.5,0,0.7776934749620638,false_positive
Andimuthu Raja,138,0.5,High,1,"NILGIRIS, Tamil Nadu",C Chithambaram,1.0,0,cost_deviation_pct_mean (+1.965); cost_deviation_pct_max (-0.725); residual_pct_max (-0.348),73,0.1450225326459776,0.2198307797606686,0.0958904109589041,0.1596575342465753,2.9908,0.8585479452054794,0.2789039226305729,0.8633488125255896,0.3698630136986301,11.0,0.0547945205479452,0.3698630136986301,Tamil Nadu,NILGIRIS,19,0.0,0.5393625979136291,1.1118759836844858,71485310.0,60,0.4960587397352103,0.640211340946635,0.0,0.0,5499942.0,0.6281952524599583,0.0,0,cost_deviation_pct_mean,1.965496,cost_deviation_pct_max,-0.7248469,residual_pct_max,-0.3483421,0.7695591449737549,0.37487108,0.5,0,0.7776934749620638,false_positive
Shri S. Jaishankar (2023-29),139,0.5,High,1,"Sitting Rajya Sabha, Gujarat",CONNECTWAVE INTEGRATIONS PVT LTD,0.0,1,cost_deviation_pct_mean (+0.778); cost_deviation_pct_max (+0.563); collusion_score_max (+0.285),51,0.1774109047728645,0.2044635956319456,0.0196078431372549,0.1298901960784313,2.3579,0.8502352941176471,0.0,0.0,0.0,1.0,0.0784313725490196,0.0,Gujarat,Sitting Rajya Sabha,21,0.0476190476190476,1.6606422281626136,7.801879779189678,31616893.0,6,0.5428077641312935,0.6731352797529269,0.1666666666666666,1.0,22769541.0,0.6731352797529269,1.0,1,cost_deviation_pct_mean,0.7781919,cost_deviation_pct_max,0.5632261,collusion_score_max,0.28511456,0.7529290119806925,0.8919936,0.5,0,0.7776934749620638,agree
RAM PRASAD CHAUDHARY,140,0.5,High,1,"BASTI, Uttar Pradesh",JAI CONSTRUCTION,1.0,1,cost_deviation_pct_mean (+2.318); num_works (-0.401); anomaly_score_max (-0.181),37,0.1207307908182098,0.2098673671967593,0.027027027027027,0.1558675675675675,2.6132,0.8548648648648648,0.3087128461480208,0.7613834318142502,0.4324324324324324,6.0,0.081081081081081,0.4324324324324324,Uttar Pradesh,BASTI,23,0.0,0.6471574847518132,1.8722904622992085,148429426.0,15,0.4650277119394766,0.6286549235078647,0.0,0.0,132120536.0,0.6286549235078647,0.0,1,cost_deviation_pct_mean,2.3183427,num_works,-0.40095595,anomaly_score_max,-0.18080266,0.7525437076886495,0.88267726,0.5,0,0.7776934749620638,agree
BASAVARAJ BOMMAI,141,0.5,High,1,"HAVERI, Karnataka",Bommai Zilla Nirmithi Kendra,1.0,0,num_works (-1.005); cost_deviation_pct_mean (+0.943); cost_deviation_pct_max (+0.627),19,0.1853497763880059,0.2163703373712335,0.0526315789473684,0.1475368421052631,2.0415,0.8152105263157895,0.3899508472353394,0.8012008404201931,0.5263157894736842,96.0,0.0526315789473684,0.5263157894736842,Karnataka,HAVERI,22,0.0454545454545454,0.6038938370539356,1.798232127118128,61561447.0,15,0.4382297277885513,0.671257092580622,0.0666666666666666,1.0,33225000.0,0.671257092580622,1.0,0,num_works,-1.004886,cost_deviation_pct_mean,0.94273317,cost_deviation_pct_max,0.6266648,0.7235166430473328,0.5150501,0.5,0,0.7776934749620638,false_positive
ANUP SANJAY DHOTRE,142,0.5,High,1,"AKOLA, Maharashtra",Nishant Gulab Rathod,1.0,1,cost_deviation_pct_mean (+1.223); cost_deviation_pct_max (+0.614); anomaly_flag_rate (-0.451),41,0.1743468717166518,0.2175653853114013,0.048780487804878,0.1431317073170731,2.3378,0.8444390243902439,0.6062634995202693,0.7683245240307492,0.8292682926829268,64.0,0.073170731707317,0.8292682926829268,Maharashtra,AKOLA,20,0.05,0.8034162487656433,3.5541874117759336,51045667.0,42,0.5086044246758532,0.6359773396538103,0.0,0.0,4698396.0,0.6331385118149824,0.0,1,cost_deviation_pct_mean,1.2228577,cost_deviation_pct_max,0.6135132,anomaly_flag_rate,-0.45070124,0.6910539666811625,0.8610034,0.5,0,0.7776934749620638,agree
ANOOP PRADHAN BALMIKI,143,0.5,High,1,"HATHRAS, Uttar Pradesh",JITENDRA KUMAR SINGH,1.0,0,cost_deviation_pct_mean (+0.424); anomaly_flag_rate (-0.408); cost_deviation_pct_max (-0.290),69,0.1354406954648778,0.2182012401045738,0.0579710144927536,0.1335739130434782,2.6906,0.857463768115942,0.5903739725173095,0.7895800429365071,0.8115942028985508,74.0,0.0579710144927536,0.8115942028985508,Uttar Pradesh,HATHRAS,23,0.0434782608695652,0.8805016678942132,3.776515066688126,97915147.0,6,0.6244369328928152,0.6773055375996553,0.3333333333333333,1.0,35725987.0,0.6213325073619191,0.0,0,cost_deviation_pct_mean,0.42371476,anomaly_flag_rate,-0.40790582,cost_deviation_pct_max,-0.2904538,0.6763294339179993,0.5601361,0.5,0,0.7776934749620638,false_positive
MOHITE PATIL DHAIRYASHEEL RAJSINH,144,0.5,High,1,"MADHA, Maharashtra",ABHIJEET AGENCIES SOLAPUR,1.0,1,cost_deviation_pct_mean (+1.137); cost_deviation_pct_max (+0.597); anomaly_flag_rate (+0.317),41,0.1822888761447456,0.218292201015018,0.024390243902439,0.1406609756097561,2.2417,0.8547073170731707,0.8118940477500439,0.852493088722229,1.0,203.0,0.073170731707317,1.0,Maharashtra,MADHA,3,0.0,0.0,0.0,8828612.0,2,0.608494936436113,0.6611568986568986,0.5,1.0,8182616.0,0.6611568986568986,1.0,1,cost_deviation_pct_mean,1.1365335,cost_deviation_pct_max,0.5974785,anomaly_flag_rate,0.3174675,0.6714097261428833,0.8808848,0.5,0,0.7776934749620638,agree
Shri Dorjee Tshering Lepcha (2024-30),145,0.5,High,1,"Sitting Rajya Sabha, Sikkim",ASSISTANT ENGINEER ZILLA PANCHAYAT OFFICE,0.0,0,cost_deviation_pct_mean (+0.912); cost_deviation_pct_max (-0.402); deviation_flag_rate (-0.213),85,0.1499648938103005,0.2180917527525385,0.1058823529411764,0.1474541176470588,2.8522,0.8318823529411764,0.0,0.0,0.0,1.0,0.0588235294117647,0.0,Sikkim,Sitting Rajya Sabha,24,0.0833333333333333,1.1325448812480663,4.628962263801458,91921040.0,26,0.507834331957635,0.6946868490986138,0.1923076923076923,1.0,23975115.0,0.6946868490986138,1.0,0,cost_deviation_pct_mean,0.9118,cost_deviation_pct_max,-0.40165585,deviation_flag_rate,-0.21338019,0.6637847820917765,0.4930938,0.5,0,0.7776934749620638,false_positive
DR. M.P ABDUSSAMAD SAMADANI,146,0.5,High,1,"PONNANI, Kerala",Kerala Electrical And Allied Engineering Company,1.0,1,cost_deviation_pct_mean (+1.220); cost_deviation_pct_max (+0.617); anomaly_flag_rate (+0.331),48,0.1903322187707125,0.2192676658955623,0.0208333333333333,0.1412354166666666,2.35,0.8596458333333333,0.4108380334467218,0.7746927254199981,0.5625,28.0,0.0833333333333333,0.5625,Kerala,PONNANI,13,0.0,0.1757816704909212,1.0,16359185.0,19,0.5121419687983155,0.6458737341090283,0.0,0.0,5498786.0,0.6458737341090283,0.0,1,cost_deviation_pct_mean,1.2204379,cost_deviation_pct_max,0.6168474,anomaly_flag_rate,0.33097726,0.6506746808687845,0.83223206,0.5,0,0.7776934749620638,agree
S SUPONGMEREN JAMIR,147,0.5,High,1,"NAGALAND, Nagaland",Imlichuba,1.0,0,cost_deviation_pct_max (+0.643); num_works (-0.487); duplicate_score_max (-0.401),38,0.1196595018932105,0.220426596013617,0.2105263157894736,0.1255394736842105,2.2243,0.8495263157894736,0.278333242930864,0.8679999523162841,0.3684210526315789,5.0,0.0526315789473684,0.3684210526315789,Nagaland,NAGALAND,26,0.0384615384615384,1.0798266541684285,3.723072238405429,138150000.0,50,0.4898891402714932,0.6689012784601021,0.16,1.0,18900000.0,0.6602555124613948,1.0,0,cost_deviation_pct_max,0.64259154,num_works,-0.4866527,duplicate_score_max,-0.40095752,0.6469199260075887,0.34596556,0.5,0,0.7776934749620638,false_positive
Shri Randeep Singh Surjewala (2022-28),148,0.5,High,1,"Sitting Rajya Sabha, Rajasthan",JAI BABA MOHAN RAM,0.0,0,cost_deviation_pct_max (-0.456); residual_pct_max (-0.394); cost_deviation_pct_mean (+0.365),55,0.1378584446597656,0.2173465010066961,0.0181818181818181,0.1385090909090909,2.882,0.8572,0.0,0.0,0.0,1.0,0.0545454545454545,0.0,Rajasthan,Sitting Rajya Sabha,26,0.0384615384615384,0.6967280654734399,1.5161949712260718,61282096.0,151,0.2758396107636466,0.6738041370394312,0.0198675496688741,1.0,4259773.0,0.6738041370394312,1.0,0,cost_deviation_pct_max,-0.456033,residual_pct_max,-0.39448372,cost_deviation_pct_mean,0.364869,0.6445335348447164,0.38346955,0.5,0,0.7776934749620638,false_positive
