MP Name,feature,shap_value,abs_shap,direction,driver_rank
CHARANJIT SINGH CHANNI,cost_deviation_pct_mean,-2.7664096,2.7664096,decreases_risk,1
CHARANJIT SINGH CHANNI,num_works,-0.3698801,0.3698801,decreases_risk,2
CHARANJIT SINGH CHANNI,collusion_score_max,0.28214097,0.28214097,increases_risk,3
CHHATRA PAL SINGH GANGWAR,cost_deviation_pct_mean,-3.5445478,3.5445478,decreases_risk,1
CHHATRA PAL SINGH GANGWAR,cost_deviation_pct_max,0.5695719,0.5695719,increases_risk,2
CHHATRA PAL SINGH GANGWAR,num_works,-0.4031959,0.4031959,decreases_risk,3
CHHATRAPATI SHAHU SHAHAJI,cost_deviation_pct_mean,4.1651187,4.1651187,increases_risk,1
CHHATRAPATI SHAHU SHAHAJI,num_works,-0.53813905,0.53813905,decreases_risk,2
CHHATRAPATI SHAHU SHAHAJI,cost_deviation_pct_max,0.52332026,0.52332026,increases_risk,3
CHHOTELAL,cost_deviation_pct_mean,-2.8879411,2.8879411,decreases_risk,1
CHHOTELAL,num_works,-0.45160055,0.45160055,decreases_risk,2
CHHOTELAL,duplicate_score_max,-0.27501184,0.27501184,decreases_risk,3
CHINTAMANI MAHARAJ,cost_deviation_pct_mean,-3.6596465,3.6596465,decreases_risk,1
CHINTAMANI MAHARAJ,cost_deviation_pct_max,-1.3967702,1.3967702,decreases_risk,2
CHINTAMANI MAHARAJ,num_works,-0.2005116,0.2005116,decreases_risk,3
CHIRAG PASWAN,cost_deviation_pct_max,0.89365155,0.89365155,increases_risk,1
CHIRAG PASWAN,deviation_flag_rate,-0.24247043,0.24247043,decreases_risk,2
CHIRAG PASWAN,num_months,-0.23374653,0.23374653,decreases_risk,3
CN Annadurai,cost_deviation_pct_mean,-0.4685887,0.4685887,decreases_risk,1
CN Annadurai,cost_deviation_pct_max,-0.4294,0.4294,decreases_risk,2
CN Annadurai,duplicate_score_max,-0.30036363,0.30036363,decreases_risk,3
Chandra Prakash Joshi,cost_deviation_pct_mean,-3.0075762,3.0075762,decreases_risk,1
Chandra Prakash Joshi,cost_deviation_pct_max,-2.7374709,2.7374709,decreases_risk,2
Chandra Prakash Joshi,num_works,0.90841234,0.90841234,increases_risk,3
D M Kathir Anand,num_works,1.2416602,1.2416602,increases_risk,1
D M Kathir Anand,cost_deviation_pct_max,0.94987243,0.94987243,increases_risk,2
D M Kathir Anand,sor_match_confidence_mean,0.3856883,0.3856883,increases_risk,3
D Ravikumar ,cost_deviation_pct_mean,-3.3955853,3.3955853,decreases_risk,1
D Ravikumar ,num_works,-0.4832547,0.4832547,decreases_risk,2
D Ravikumar ,cost_deviation_pct_max,-0.35140043,0.35140043,decreases_risk,3
DAGGUMALLA PRASADA RAO,cost_deviation_pct_mean,4.453481,4.453481,increases_risk,1
DAGGUMALLA PRASADA RAO,cost_deviation_pct_max,-0.58251935,0.58251935,decreases_risk,2
DAGGUMALLA PRASADA RAO,anomaly_score_max,0.28910074,0.28910074,increases_risk,3
DAMODAR AGARWAL,cost_deviation_pct_mean,-3.4198549,3.4198549,decreases_risk,1
DAMODAR AGARWAL,cost_deviation_pct_max,0.740402,0.740402,increases_risk,2
DAMODAR AGARWAL,num_works,-0.3967253,0.3967253,decreases_risk,3
DAROGA PRASAD SAROJ,cost_deviation_pct_mean,-3.5789933,3.5789933,decreases_risk,1
DAROGA PRASAD SAROJ,cost_deviation_pct_max,0.6061671,0.6061671,increases_risk,2
DAROGA PRASAD SAROJ,num_works,-0.40323627,0.40323627,decreases_risk,3
DARSHAN SINGH CHOUDHARY,cost_deviation_pct_max,0.6108268,0.6108268,increases_risk,1
DARSHAN SINGH CHOUDHARY,cost_deviation_pct_mean,0.5810356,0.5810356,increases_risk,2
DARSHAN SINGH CHOUDHARY,collusion_score_mean,-0.2205582,0.2205582,decreases_risk,3
DEEPENDER SINGH HOODA,cost_deviation_pct_mean,-3.6270158,3.6270158,decreases_risk,1
DEEPENDER SINGH HOODA,cost_deviation_pct_max,0.62217945,0.62217945,increases_risk,2
DEEPENDER SINGH HOODA,num_works,-0.4025907,0.4025907,decreases_risk,3
DEVESH CHANDRA THAKUR,cost_deviation_pct_mean,-0.63690335,0.63690335,decreases_risk,1
DEVESH CHANDRA THAKUR,duplicate_score_max,-0.4172682,0.4172682,decreases_risk,2
DEVESH CHANDRA THAKUR,num_months,-0.24233039,0.24233039,decreases_risk,3
DEVESH SHAKYA,cost_deviation_pct_mean,4.2706037,4.2706037,increases_risk,1
DEVESH SHAKYA,anomaly_score_max,0.3940671,0.3940671,increases_risk,2
DEVESH SHAKYA,num_works,-0.20422386,0.20422386,decreases_risk,3
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,num_works,1.698238,1.698238,increases_risk,1
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,cost_deviation_pct_max,1.303693,1.303693,increases_risk,2
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,anomaly_flag_rate,0.19472207,0.19472207,increases_risk,3
DHARMENDRA PRADHAN,cost_deviation_pct_mean,-2.8709126,2.8709126,decreases_risk,1
DHARMENDRA PRADHAN,cost_deviation_pct_max,-2.4860978,2.4860978,decreases_risk,2
DHARMENDRA PRADHAN,num_works,0.9347432,0.9347432,increases_risk,3
DHARMENDRA YADAV,cost_deviation_pct_mean,-3.389024,3.389024,decreases_risk,1
DHARMENDRA YADAV,cost_deviation_pct_max,-1.3244755,1.3244755,decreases_risk,2
DHARMENDRA YADAV,num_works,-0.41298917,0.41298917,decreases_risk,3
DHAVAL LAXMANBHAI PATEL,cost_deviation_pct_mean,-3.5129397,3.5129397,decreases_risk,1
DHAVAL LAXMANBHAI PATEL,num_works,-0.3899815,0.3899815,decreases_risk,2
DHAVAL LAXMANBHAI PATEL,cost_deviation_pct_max,0.24165161,0.24165161,increases_risk,3
DINESHBHAI MAKWANA,cost_deviation_pct_max,-2.3153813,2.3153813,decreases_risk,1
DINESHBHAI MAKWANA,num_works,0.5893152,0.5893152,increases_risk,2
DINESHBHAI MAKWANA,cost_deviation_pct_mean,-0.43362832,0.43362832,decreases_risk,3
DR BYREDDY SHABARI,cost_deviation_pct_mean,-2.8301733,2.8301733,decreases_risk,1
DR BYREDDY SHABARI,anomaly_score_max,0.46084887,0.46084887,increases_risk,2
DR BYREDDY SHABARI,num_works,-0.4146478,0.4146478,decreases_risk,3
DR C N MANJUNATH,cost_deviation_pct_mean,-3.6713445,3.6713445,decreases_risk,1
DR C N MANJUNATH,cost_deviation_pct_max,0.5550906,0.5550906,increases_risk,2
DR C N MANJUNATH,num_works,-0.41077912,0.41077912,decreases_risk,3
DR DHARAMVIRA GANDHI,cost_deviation_pct_mean,-3.6675832,3.6675832,decreases_risk,1
DR DHARAMVIRA GANDHI,cost_deviation_pct_max,0.5649855,0.5649855,increases_risk,2
DR DHARAMVIRA GANDHI,num_works,-0.41162455,0.41162455,decreases_risk,3
DR KALGE SHIVAJI BANDAPPA,cost_deviation_pct_mean,-3.4268548,3.4268548,decreases_risk,1
DR KALGE SHIVAJI BANDAPPA,cost_deviation_pct_max,-1.4281408,1.4281408,decreases_risk,2
DR KALGE SHIVAJI BANDAPPA,num_works,-0.3086286,0.3086286,decreases_risk,3
DR RAJKUMAR SANGWAN,cost_deviation_pct_mean,4.0843067,4.0843067,increases_risk,1
DR RAJKUMAR SANGWAN,num_works,-0.7604859,0.7604859,decreases_risk,2
DR RAJKUMAR SANGWAN,cost_deviation_pct_max,0.5342699,0.5342699,increases_risk,3
DR RANI SRI KUMAR,cost_deviation_pct_mean,-2.8090146,2.8090146,decreases_risk,1
DR RANI SRI KUMAR,cost_deviation_pct_max,0.7556052,0.7556052,increases_risk,2
DR RANI SRI KUMAR,num_works,-0.41928646,0.41928646,decreases_risk,3
DR. HEMANG JOSHI,cost_deviation_pct_mean,-3.5956817,3.5956817,decreases_risk,1
DR. HEMANG JOSHI,cost_deviation_pct_max,0.41661194,0.41661194,increases_risk,2
DR. HEMANG JOSHI,num_works,-0.39631158,0.39631158,decreases_risk,3
DR. HEMANT VISHNU SAVARA,cost_deviation_pct_mean,-2.8832104,2.8832104,decreases_risk,1
DR. HEMANT VISHNU SAVARA,cost_deviation_pct_max,-2.767453,2.767453,decreases_risk,2
DR. HEMANT VISHNU SAVARA,num_works,0.87570304,0.87570304,increases_risk,3
DR. KIRSAN NAMDEO,cost_deviation_pct_mean,1.3167065,1.3167065,increases_risk,1
DR. KIRSAN NAMDEO,num_works,-0.9350588,0.9350588,decreases_risk,2
DR. KIRSAN NAMDEO,anomaly_flag_rate,-0.58174103,0.58174103,decreases_risk,3
DR. LATA WANKHEDE,cost_deviation_pct_mean,4.775944,4.775944,increases_risk,1
DR. LATA WANKHEDE,anomaly_score_max,0.30349338,0.30349338,increases_risk,2
DR. LATA WANKHEDE,residual_pct_max,-0.22555843,0.22555843,decreases_risk,3
DR. M.P ABDUSSAMAD SAMADANI,cost_deviation_pct_mean,1.2204379,1.2204379,increases_risk,1
DR. M.P ABDUSSAMAD SAMADANI,cost_deviation_pct_max,0.6168474,0.6168474,increases_risk,2
DR. M.P ABDUSSAMAD SAMADANI,anomaly_flag_rate,0.33097726,0.33097726,increases_risk,3
DR. MANSUKH MANDAVIYA,cost_deviation_pct_mean,-2.936681,2.936681,decreases_risk,1
DR. MANSUKH MANDAVIYA,num_works,-0.3909434,0.3909434,decreases_risk,2
DR. MANSUKH MANDAVIYA,residual_pct_max,-0.23677951,0.23677951,decreases_risk,3
DR. PRABHA MALLIKARJUN,cost_deviation_pct_mean,-3.1762238,3.1762238,decreases_risk,1
DR. PRABHA MALLIKARJUN,cost_deviation_pct_max,-2.5509696,2.5509696,decreases_risk,2
DR. PRABHA MALLIKARJUN,num_works,0.8736118,0.8736118,increases_risk,3
DR. PRASHANT YADAORAO PADOLE,cost_deviation_pct_mean,-3.0675054,3.0675054,decreases_risk,1
DR. PRASHANT YADAORAO PADOLE,cost_deviation_pct_max,-2.532375,2.532375,decreases_risk,2
DR. PRASHANT YADAORAO PADOLE,num_works,0.94883364,0.94883364,increases_risk,3
DR. RAJ KUMAR CHABBEWAL,cost_deviation_pct_mean,-2.1758769,2.1758769,decreases_risk,1
DR. RAJ KUMAR CHABBEWAL,cost_deviation_pct_max,-0.44023633,0.44023633,decreases_risk,2
DR. RAJ KUMAR CHABBEWAL,duplicate_score_max,-0.33489215,0.33489215,decreases_risk,3
DR. RAJESH MISHRA,cost_deviation_pct_mean,-2.9556873,2.9556873,decreases_risk,1
DR. RAJESH MISHRA,num_works,-0.41764408,0.41764408,decreases_risk,2
DR. RAJESH MISHRA,cost_deviation_pct_max,-0.3495537,0.3495537,decreases_risk,3
DR. S P SINGH,cost_deviation_pct_mean,-3.5014732,3.5014732,decreases_risk,1
DR. S P SINGH,cost_deviation_pct_max,0.5225787,0.5225787,increases_risk,2
DR. S P SINGH,num_works,-0.43175548,0.43175548,decreases_risk,3
DR. SHARMILA SARKAR,cost_deviation_pct_mean,-3.191298,3.191298,decreases_risk,1
DR. SHARMILA SARKAR,cost_deviation_pct_max,-1.3086631,1.3086631,decreases_risk,2
DR. SHARMILA SARKAR,num_works,-0.45138243,0.45138243,decreases_risk,3
DR.K.SUDHAKAR,cost_deviation_pct_mean,-3.3615236,3.3615236,decreases_risk,1
DR.K.SUDHAKAR,cost_deviation_pct_max,-1.324256,1.324256,decreases_risk,2
DR.K.SUDHAKAR,num_works,-0.4894393,0.4894393,decreases_risk,3
DR.MALLU RAVI,cost_deviation_pct_mean,-3.478506,3.478506,decreases_risk,1
DR.MALLU RAVI,cost_deviation_pct_max,0.5643749,0.5643749,increases_risk,2
DR.MALLU RAVI,num_works,-0.43276748,0.43276748,decreases_risk,3
DULU MAHATO,cost_deviation_pct_mean,1.8640077,1.8640077,increases_risk,1
DULU MAHATO,cost_deviation_pct_max,0.5749491,0.5749491,increases_risk,2
DULU MAHATO,anomaly_score_max,0.4344505,0.4344505,increases_risk,3
DURAI VAIKO,cost_deviation_pct_mean,2.1488283,2.1488283,increases_risk,1
DURAI VAIKO,cost_deviation_pct_max,-0.41025335,0.41025335,decreases_risk,2
DURAI VAIKO,num_months,-0.22337206,0.22337206,decreases_risk,3
Daggubati Purandeshwari,cost_deviation_pct_mean,-2.968437,2.968437,decreases_risk,1
Daggubati Purandeshwari,cost_deviation_pct_max,-2.6097565,2.6097565,decreases_risk,2
Daggubati Purandeshwari,num_works,0.9041806,0.9041806,increases_risk,3
Devendra Alias Bhole Singh,cost_deviation_pct_mean,-3.3280246,3.3280246,decreases_risk,1
Devendra Alias Bhole Singh,num_works,-0.3879532,0.3879532,decreases_risk,2
Devendra Alias Bhole Singh,sor_match_confidence_mean,-0.37519684,0.37519684,decreases_risk,3
Devusinh Jesingbhai Chauhan,cost_deviation_pct_mean,0.6873523,0.6873523,increases_risk,1
Devusinh Jesingbhai Chauhan,cost_deviation_pct_max,-0.6177728,0.6177728,decreases_risk,2
Devusinh Jesingbhai Chauhan,anomaly_flag_rate,-0.5012583,0.5012583,decreases_risk,3
Dhairyasheel Sambhajirao Mane,cost_deviation_pct_max,-2.499117,2.499117,decreases_risk,1
Dhairyasheel Sambhajirao Mane,cost_deviation_pct_mean,-2.3135102,2.3135102,decreases_risk,2
Dhairyasheel Sambhajirao Mane,num_works,0.874157,0.874157,increases_risk,3
Dileshwar Kamait ,cost_deviation_pct_mean,-3.5656314,3.5656314,decreases_risk,1
Dileshwar Kamait ,cost_deviation_pct_max,-1.4301875,1.4301875,decreases_risk,2
Dileshwar Kamait ,deviation_flag_rate,-0.18014458,0.18014458,decreases_risk,3
Dilip Saikia,cost_deviation_pct_mean,-2.9005504,2.9005504,decreases_risk,1
Dilip Saikia,cost_deviation_pct_max,-2.4568512,2.4568512,decreases_risk,2
Dilip Saikia,num_works,0.9456952,0.9456952,increases_risk,3
Dinesh Chandra Yadav,cost_deviation_pct_mean,-0.70166314,0.70166314,decreases_risk,1
Dinesh Chandra Yadav,num_months,-0.28423914,0.28423914,decreases_risk,2
Dinesh Chandra Yadav,cost_deviation_pct_max,-0.21094237,0.21094237,decreases_risk,3
Dr Chandra Sekhar Pemmasani,cost_deviation_pct_mean,3.7546923,3.7546923,increases_risk,1
Dr Chandra Sekhar Pemmasani,num_works,1.1900119,1.1900119,increases_risk,2
Dr Chandra Sekhar Pemmasani,cost_deviation_pct_max,0.6390145,0.6390145,increases_risk,3
Dr Jayanta Kumar Roy,cost_deviation_pct_mean,-2.9119318,2.9119318,decreases_risk,1
Dr Jayanta Kumar Roy,cost_deviation_pct_max,-2.5687888,2.5687888,decreases_risk,2
Dr Jayanta Kumar Roy,num_works,0.8966027,0.8966027,increases_risk,3
Dr Mohammad Jawed,cost_deviation_pct_mean,-3.5028684,3.5028684,decreases_risk,1
Dr Mohammad Jawed,cost_deviation_pct_max,0.6349829,0.6349829,increases_risk,2
Dr Mohammad Jawed,num_works,-0.4082259,0.4082259,decreases_risk,3
Dr Shashi Tharoor,cost_deviation_pct_mean,-2.9291189,2.9291189,decreases_risk,1
Dr Shashi Tharoor,cost_deviation_pct_max,0.46638703,0.46638703,increases_risk,2
Dr Shashi Tharoor,num_works,-0.25515136,0.25515136,decreases_risk,3
Dr Sukanta Majumdar ,cost_deviation_pct_mean,-2.5433524,2.5433524,decreases_risk,1
Dr Sukanta Majumdar ,num_works,-0.72188896,0.72188896,decreases_risk,2
Dr Sukanta Majumdar ,cost_deviation_pct_max,0.690244,0.690244,increases_risk,3
Dr. Ajeet Madhavrao Gopchade (2024-30),cost_deviation_pct_max,0.9457298,0.9457298,increases_risk,1
Dr. Ajeet Madhavrao Gopchade (2024-30),cost_deviation_pct_mean,0.1869289,0.1869289,increases_risk,2
Dr. Ajeet Madhavrao Gopchade (2024-30),duplicate_score_max,0.1861542,0.1861542,increases_risk,3
Dr. Anil Sukhdeorao Bonde (2022-28),cost_deviation_pct_mean,1.371783,1.371783,increases_risk,1
Dr. Anil Sukhdeorao Bonde (2022-28),cost_deviation_pct_max,0.82126856,0.82126856,increases_risk,2
Dr. Anil Sukhdeorao Bonde (2022-28),anomaly_flag_rate,0.23959374,0.23959374,increases_risk,3
Dr. Ashok Kumar Mittal (2022-28),cost_deviation_pct_mean,3.8014128,3.8014128,increases_risk,1
Dr. Ashok Kumar Mittal (2022-28),num_works,1.1685833,1.1685833,increases_risk,2
Dr. Ashok Kumar Mittal (2022-28),cost_deviation_pct_max,0.66144496,0.66144496,increases_risk,3
Dr. Bhim Singh (2024-30),cost_deviation_pct_max,-0.64404255,0.64404255,decreases_risk,1
Dr. Bhim Singh (2024-30),cost_deviation_pct_mean,-0.6153196,0.6153196,decreases_risk,2
Dr. Bhim Singh (2024-30),num_works,-0.23593576,0.23593576,decreases_risk,3
Dr. Dharmasthala Veerendra Heggade (2022-28),cost_deviation_pct_mean,-2.8882678,2.8882678,decreases_risk,1
Dr. Dharmasthala Veerendra Heggade (2022-28),num_works,-0.47649583,0.47649583,decreases_risk,2
Dr. Dharmasthala Veerendra Heggade (2022-28),cost_deviation_pct_max,-0.3044912,0.3044912,decreases_risk,3
Dr. Dharmshila Gupta (2024-30),cost_deviation_pct_mean,-2.8755908,2.8755908,decreases_risk,1
Dr. Dharmshila Gupta (2024-30),num_works,-0.39418647,0.39418647,decreases_risk,2
Dr. Dharmshila Gupta (2024-30),cost_deviation_pct_max,-0.28604862,0.28604862,decreases_risk,3
Dr. Dinesh Sharma (2023-26),cost_deviation_pct_mean,-3.0617063,3.0617063,decreases_risk,1
Dr. Dinesh Sharma (2023-26),cost_deviation_pct_max,-2.753873,2.753873,decreases_risk,2
Dr. Dinesh Sharma (2023-26),num_works,0.8529144,0.8529144,increases_risk,3
Dr. Faiyaz Ahmad (2022-28),cost_deviation_pct_max,-0.3670906,0.3670906,decreases_risk,1
Dr. Faiyaz Ahmad (2022-28),collusion_score_max,0.3119351,0.3119351,increases_risk,2
Dr. Faiyaz Ahmad (2022-28),cost_deviation_pct_mean,-0.2930371,0.2930371,decreases_risk,3
Dr. John Brittas (2021-27),cost_deviation_pct_mean,-3.4689143,3.4689143,decreases_risk,1
Dr. John Brittas (2021-27),num_works,-0.70878744,0.70878744,decreases_risk,2
Dr. John Brittas (2021-27),cost_deviation_pct_max,0.6222159,0.6222159,increases_risk,3
Dr. K. Laxman (2022-28),cost_deviation_pct_max,-0.6606505,0.6606505,decreases_risk,1
Dr. K. Laxman (2022-28),cost_deviation_pct_mean,-0.38169467,0.38169467,decreases_risk,2
Dr. K. Laxman (2022-28),num_works,-0.27042693,0.27042693,decreases_risk,3
Dr. Kalpana Saini (2022-28),cost_deviation_pct_mean,-3.6629775,3.6629775,decreases_risk,1
Dr. Kalpana Saini (2022-28),cost_deviation_pct_max,0.63472366,0.63472366,increases_risk,2
Dr. Kalpana Saini (2022-28),num_works,-0.39534548,0.39534548,decreases_risk,3
Dr. Kavita Patidar (2022-28),cost_deviation_pct_max,0.72408664,0.72408664,increases_risk,1
Dr. Kavita Patidar (2022-28),collusion_score_max,0.24690402,0.24690402,increases_risk,2
Dr. Kavita Patidar (2022-28),duplicate_score_max,0.18605722,0.18605722,increases_risk,3
Dr. L. Murugan (2024-30),num_works,1.4453086,1.4453086,increases_risk,1
Dr. L. Murugan (2024-30),cost_deviation_pct_max,1.0419123,1.0419123,increases_risk,2
Dr. L. Murugan (2024-30),cost_deviation_pct_mean,0.46137905,0.46137905,increases_risk,3
Dr. Laxmikant Bajpayee (2022-28),cost_deviation_pct_mean,-3.0339136,3.0339136,decreases_risk,1
Dr. Laxmikant Bajpayee (2022-28),cost_deviation_pct_max,-2.7507808,2.7507808,decreases_risk,2
Dr. Laxmikant Bajpayee (2022-28),num_works,0.8683092,0.8683092,increases_risk,3
Dr. M. Dhanapal (2025-31),cost_deviation_pct_mean,-3.2105687,3.2105687,decreases_risk,1
Dr. M. Dhanapal (2025-31),cost_deviation_pct_max,-1.6224327,1.6224327,decreases_risk,2
Dr. M. Dhanapal (2025-31),num_works,-0.26129773,0.26129773,decreases_risk,3
Dr. Medha Vishram Kulkarni (2024-30),cost_deviation_pct_mean,-2.6276636,2.6276636,decreases_risk,1
Dr. Medha Vishram Kulkarni (2024-30),cost_deviation_pct_max,0.7748697,0.7748697,increases_risk,2
Dr. Medha Vishram Kulkarni (2024-30),num_works,-0.6944351,0.6944351,decreases_risk,3
Dr. Parmar Jashvantsinh Salamsinh (2024-30),cost_deviation_pct_mean,-1.9038831,1.9038831,decreases_risk,1
Dr. Parmar Jashvantsinh Salamsinh (2024-30),cost_deviation_pct_max,0.8275626,0.8275626,increases_risk,2
Dr. Parmar Jashvantsinh Salamsinh (2024-30),sor_match_confidence_mean,-0.25193015,0.25193015,decreases_risk,3
Dr. Radha Mohan Das Agrawal (2022-28),cost_deviation_pct_mean,3.7111287,3.7111287,increases_risk,1
Dr. Radha Mohan Das Agrawal (2022-28),num_works,1.001055,1.001055,increases_risk,2
Dr. Radha Mohan Das Agrawal (2022-28),cost_deviation_pct_max,0.44647145,0.44647145,increases_risk,3
Dr. Sandeep Kumar Pathak (2022-28),cost_deviation_pct_max,-0.50215125,0.50215125,decreases_risk,1
Dr. Sandeep Kumar Pathak (2022-28),residual_pct_mean,-0.26254308,0.26254308,decreases_risk,2
Dr. Sandeep Kumar Pathak (2022-28),num_works,-0.2213867,0.2213867,decreases_risk,3
Dr. Sangeeta Balwant (2024-30),cost_deviation_pct_mean,-3.2106605,3.2106605,decreases_risk,1
Dr. Sangeeta Balwant (2024-30),cost_deviation_pct_max,-2.5929325,2.5929325,decreases_risk,2
Dr. Sangeeta Balwant (2024-30),num_works,0.8900631,0.8900631,increases_risk,3
Dr. Sarfraz Ahmad (2024-30),cost_deviation_pct_mean,-2.9492686,2.9492686,decreases_risk,1
Dr. Sarfraz Ahmad (2024-30),cost_deviation_pct_max,-1.7495903,1.7495903,decreases_risk,2
Dr. Sarfraz Ahmad (2024-30),sor_match_confidence_mean,0.63347006,0.63347006,increases_risk,3
Dr. Sasmit Patra (2022-28),cost_deviation_pct_max,0.74337864,0.74337864,increases_risk,1
Dr. Sasmit Patra (2022-28),duplicate_score_max,0.17535293,0.17535293,increases_risk,2
Dr. Sasmit Patra (2022-28),collusion_score_mean,-0.11600037,0.11600037,decreases_risk,3
Dr. Sikander Kumar (2022-28),cost_deviation_pct_mean,-2.0456355,2.0456355,decreases_risk,1
Dr. Sikander Kumar (2022-28),cost_deviation_pct_max,-0.36120045,0.36120045,decreases_risk,2
Dr. Sikander Kumar (2022-28),anomaly_flag_rate,-0.29756108,0.29756108,decreases_risk,3
Dr. Sudhanshu Trivedi (2024-30),cost_deviation_pct_mean,-3.1107051,3.1107051,decreases_risk,1
Dr. Sudhanshu Trivedi (2024-30),cost_deviation_pct_max,-2.5717444,2.5717444,decreases_risk,2
Dr. Sudhanshu Trivedi (2024-30),num_works,0.9608745,0.9608745,increases_risk,3
Dr. Syed Naseer Hussain (2024-30),cost_deviation_pct_mean,-3.1215007,3.1215007,decreases_risk,1
Dr. Syed Naseer Hussain (2024-30),cost_deviation_pct_max,-2.5797336,2.5797336,decreases_risk,2
Dr. Syed Naseer Hussain (2024-30),num_works,0.88167745,0.88167745,increases_risk,3
Dr. V. Sivadasan (2021-27),cost_deviation_pct_mean,3.8733432,3.8733432,increases_risk,1
Dr. V. Sivadasan (2021-27),num_works,1.2061319,1.2061319,increases_risk,2
Dr. V. Sivadasan (2021-27),collusion_score_max,0.23455676,0.23455676,increases_risk,3
Dr. Vikramjit Singh Sahney (2022-28),cost_deviation_pct_mean,-2.0929825,2.0929825,decreases_risk,1
Dr. Vikramjit Singh Sahney (2022-28),num_works,-0.6010193,0.6010193,decreases_risk,2
Dr. Vikramjit Singh Sahney (2022-28),sor_match_confidence_mean,-0.25217608,0.25217608,decreases_risk,3
Durga Das Uikey ,cost_deviation_pct_mean,-2.7922082,2.7922082,decreases_risk,1
Durga Das Uikey ,num_works,-0.43830046,0.43830046,decreases_risk,2
Durga Das Uikey ,cost_deviation_pct_max,-0.376815,0.376815,decreases_risk,3
E. TUKARAM,cost_deviation_pct_mean,-2.9121609,2.9121609,decreases_risk,1
E. TUKARAM,cost_deviation_pct_max,-2.8615556,2.8615556,decreases_risk,2
E. TUKARAM,num_works,0.7979315,0.7979315,increases_risk,3
E.T. MOHAMMED BASHEER,cost_deviation_pct_max,0.51498383,0.51498383,increases_risk,1
E.T. MOHAMMED BASHEER,collusion_score_mean,-0.41637215,0.41637215,decreases_risk,2
E.T. MOHAMMED BASHEER,residual_pct_max,-0.35229823,0.35229823,decreases_risk,3
EATALA RAJENDER,cost_deviation_pct_mean,-2.9941394,2.9941394,decreases_risk,1
EATALA RAJENDER,cost_deviation_pct_max,0.8975162,0.8975162,increases_risk,2
EATALA RAJENDER,num_works,-0.38648424,0.38648424,decreases_risk,3
ESWARASAMY K,cost_deviation_pct_mean,-0.3958444,0.3958444,decreases_risk,1
ESWARASAMY K,residual_pct_max,-0.31294906,0.31294906,decreases_risk,2
ESWARASAMY K,cost_deviation_pct_max,-0.24274445,0.24274445,decreases_risk,3
Faggan Singh Kulaste,cost_deviation_pct_mean,-3.53795,3.53795,decreases_risk,1
Faggan Singh Kulaste,cost_deviation_pct_max,-1.3397138,1.3397138,decreases_risk,2
Faggan Singh Kulaste,num_works,-0.44605747,0.44605747,decreases_risk,3
G. KUMAR NAIK,cost_deviation_pct_mean,1.6285601,1.6285601,increases_risk,1
G. KUMAR NAIK,num_works,1.1910521,1.1910521,increases_risk,2
G. KUMAR NAIK,cost_deviation_pct_max,0.747898,0.747898,increases_risk,3
GANAPATHY RAJKUMAR P,cost_deviation_pct_mean,-2.9169567,2.9169567,decreases_risk,1
GANAPATHY RAJKUMAR P,cost_deviation_pct_max,-2.7555099,2.7555099,decreases_risk,2
GANAPATHY RAJKUMAR P,num_works,0.885162,0.885162,increases_risk,3
GAURAV GOGOI,num_works,-0.70096254,0.70096254,decreases_risk,1
GAURAV GOGOI,cost_deviation_pct_mean,-0.50782084,0.50782084,decreases_risk,2
GAURAV GOGOI,anomaly_flag_rate,-0.40330616,0.40330616,decreases_risk,3
GENIBEN NAGAJI THAKOR,cost_deviation_pct_mean,0.6307887,0.6307887,increases_risk,1
GENIBEN NAGAJI THAKOR,anomaly_flag_rate,-0.5262135,0.5262135,decreases_risk,2
GENIBEN NAGAJI THAKOR,residual_pct_max,-0.3963704,0.3963704,decreases_risk,3
GM Harish Balayogi,cost_deviation_pct_mean,4.6222587,4.6222587,increases_risk,1
GM Harish Balayogi,residual_pct_max,-0.2138441,0.2138441,decreases_risk,2
GM Harish Balayogi,cost_deviation_pct_max,-0.20373926,0.20373926,decreases_risk,3
GODAM NAGESH,cost_deviation_pct_mean,4.687002,4.687002,increases_risk,1
GODAM NAGESH,cost_deviation_pct_max,-0.27812612,0.27812612,decreases_risk,2
GODAM NAGESH,residual_pct_max,-0.19434144,0.19434144,decreases_risk,3
GOPINATH K,cost_deviation_pct_mean,-2.5371823,2.5371823,decreases_risk,1
GOPINATH K,cost_deviation_pct_max,0.7245861,0.7245861,increases_risk,2
GOPINATH K,num_works,-0.69787574,0.69787574,decreases_risk,3
GOVIND MAKTHAPPA KARJOL,cost_deviation_pct_mean,-3.0740345,3.0740345,decreases_risk,1
GOVIND MAKTHAPPA KARJOL,num_works,-0.7413817,0.7413817,decreases_risk,2
GOVIND MAKTHAPPA KARJOL,cost_deviation_pct_max,0.63902336,0.63902336,increases_risk,3
GURMEET SINGH MEET HAYER,duplicate_score_max,-0.38340753,0.38340753,decreases_risk,1
GURMEET SINGH MEET HAYER,cost_deviation_pct_max,-0.33589303,0.33589303,decreases_risk,2
GURMEET SINGH MEET HAYER,num_works,-0.23436622,0.23436622,decreases_risk,3
