MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score,Trend_Anomaly_Score,Fund_Dump_Anomaly,Constituency,Isolation_Forest_Anomaly,Is_Ghost_Work,True_Fraud_Label,Final_Risk_Probability,Composite_Risk_Score,Primary_Risk_Driver
Dr. Ajeet Madhavrao Gopchade (2024-30),MAULI CONSTRUCTION,6.51,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Anil Sukhdeorao Bonde (2022-28),DURGA MOTORS,6.16,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Ashok Kumar Mittal (2022-28),Living Thoughts Private Limited,21.43,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Bhim Singh (2024-30),VEDIKA SINGH,52.95,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Dharmasthala Veerendra Heggade (2022-28),BLUESKART ECOMMERCE PRIVATE LIMITED,19.79,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Dharmshila Gupta (2024-30),VEDIKA SINGH,13.1,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Dinesh Sharma (2023-26),Ramesh Kumar Thekedar,16.42,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Faiyaz Ahmad (2022-28),Assistant Engineer Bisfi Vidhan Sabha,34.03,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. John Brittas (2021-27),SREE GOKULAM HEALTHCARE PVT LTD,12.44,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. K. Laxman (2022-28),Unnati construction,30.19,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Kalpana Saini (2022-28),L D CONSTRUCTION,24.86,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Kavita Patidar (2022-28),NATIONAL ENGINEERING WORKS,15.44,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. L. Murugan (2024-30),E E M P H AND I D B DIV DAMOH,31.01,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Laxmikant Bajpayee (2022-28),DHIRENDRA SINGH,33.27,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Dr. M. Dhanapal (2025-31),RAK INDUSTRIES,33.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Medha Vishram Kulkarni (2024-30),Sunjiba majur sahkari sanstha maryadit,16.73,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Parmar Jashvantsinh Salamsinh (2024-30),WEHEAR INNOVATIONS PRIVATE LIMITED,10.85,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Radha Mohan Das Agrawal (2022-28),MS Jitendra Kumar Yadav,51.89,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Sandeep Kumar Pathak (2022-28),Punjab Police Housing Corporation Limited,12.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Sangeeta Balwant (2024-30),SHRI SAI ENGINEERING WORKS,50.27,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Sarfraz Ahmad (2024-30),Executive engineer,82.18,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Dr. Sasmit Patra (2022-28),TAPASWINI MOHAPATRA,5.46,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Sikander Kumar (2022-28),Universal Press,9.31,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Sudhanshu Trivedi (2024-30),EXCEL CONSTRUCTION,30.85,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. Syed Naseer Hussain (2024-30),KRIDL BHUSIRI ACCOUNT WORKS,68.37,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Dr. V. Sivadasan (2021-27),KELTRON,29.8,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Dr. Vikramjit Singh Sahney (2022-28),Raghu Nath Goyal,7.75,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Durga Das Uikey ,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP LTD,48.82,False,False,False,False,0.0,0,False,BETUL,0.0,23.0,1,0.9970304,99.7,Is_Ghost_Work
Dushyant Singh,Jai mata di construction kelwara,38.41,False,False,False,False,0.0,0,False,JHALAWAR-BARAN,0.0,0.0,0,0.0048430096,0.48,None
E. TUKARAM,Bellary Nirmithi Kendra Bellary,51.87,False,False,False,False,0.0,0,False,BELLARY,0.0,0.0,0,0.0048430096,0.48,None
E.T. MOHAMMED BASHEER,SML ISUZU LTD,36.71,False,False,False,False,0.0,0,False,MALAPPURAM,0.0,0.0,0,0.0048430096,0.48,None
EATALA RAJENDER,SPR Infra,13.21,False,False,False,False,0.0,0,False,MALKAJGIRI,0.0,0.0,0,0.0048430096,0.48,None
ESWARASAMY K,KRISHNAKUMAR G,9.31,False,False,False,False,0.0,0,False,POLLACHI,0.0,0.0,0,0.0048430096,0.48,None
Faggan Singh Kulaste,MP STATE AGRO,4.35,False,False,False,False,0.0,0,False,MANDLA,0.0,0.0,0,0.0048430096,0.48,None
G. KUMAR NAIK,CASHUTEC Nirmithi Kendra,32.45,False,False,False,False,0.0,0,False,RAICHUR,0.0,0.0,0,0.0048430096,0.48,None
GAIKWAD VARSHA EKNATH,MAHENDRA ENTERPRISES,12.52,False,False,False,False,0.0,0,False,MUMBAI NORTH-CENTRAL,0.0,0.0,0,0.0048430096,0.48,None
GANAPATHY RAJKUMAR P,R R THULASI BUILDERS INDIA PRIVATE LIMITED,16.11,False,False,False,False,0.0,0,False,COIMBATORE,0.0,0.0,0,0.0048430096,0.48,None
GAURAV GOGOI,MRITYUNJOY KHANIKAR,4.56,False,False,True,False,1.0,0,False,JORHAT,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
GENIBEN NAGAJI THAKOR,GUJARAT LOKSEVA CHARITABLE TRUST,9.49,False,False,False,False,0.0,0,False,BANASKANTHA,0.0,0.0,0,0.0048430096,0.48,None
GM Harish Balayogi,SRI SAI SAMHITA CONSTRUCTIONS,21.11,False,False,False,False,0.0,0,False,AMALAPURAM,0.0,0.0,0,0.0048430096,0.48,None
GODAM NAGESH,SK SHUTTERS AND FABRICATORS,12.31,False,False,False,False,0.0,0,False,ADILABAD,0.0,0.0,0,0.0048430096,0.48,None
GOPINATH K,Sri Vaari Total Gaz Distributors,38.91,False,False,False,False,0.0,0,False,KRISHNAGIRI,0.0,0.0,0,0.0048430096,0.48,None
GOVIND MAKTHAPPA KARJOL,Project Director Nirmithi Kendra Chitradrga,41.84,False,False,False,False,0.0,0,False,CHITRADURGA,0.0,0.0,0,0.0048430096,0.48,None
GURMEET SINGH MEET HAYER,GHATOURA AGRICULTURE WORKS,16.2,False,False,False,False,0.0,0,False,SANGRUR,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Gajendra Singh Patel,MP STATE  AGRO  IND DEV CO LTD BARWANI,24.32,False,False,False,False,0.0,0,False,KHARGONE,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
Gajendra Singh Shekhawat,Maa Bhadariya Rai Enterprises,100.0,True,False,False,False,1.0,0,False,JODHPUR,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Ganesan Selvam,T S SOLAR POWER SYSTEM,24.2,False,False,False,False,0.0,0,False,KANCHEEPURAM,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Ganesh Singh,RM MP AGRO SATNA,24.77,False,False,False,False,0.0,0,False,SATNA,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Giridhari Yadav,SHIV DURGA INDUSTRIES,46.31,False,False,False,False,0.0,1,True,BANKA,0.0,2.0,1,0.9972486,99.72,Is_Ghost_Work
Giriraj Singh,ASST ENGINEER LAEO WD 1 BEGUSARAI VSK BEGUSARAI,29.99,False,False,False,False,0.0,0,False,BEGUSARAI,0.0,0.0,0,0.0048430096,0.48,None
Gumma Thanuja Rani,SRI SAI LAKSHMI CONSTRUCTIONS,19.25,False,False,False,False,0.0,0,False,ARAKU,0.0,0.0,0,0.0048430096,0.48,None
Gyaneshwar Patil,KPL EQUIPMENTS PRIVATE LIMITED,40.17,False,False,False,False,0.0,0,False,KHANDWA,0.0,12.0,1,0.9970304,99.7,Is_Ghost_Work
H.D. KUMARASWAMY,PROJECT MANAGER NIRMITHI KENDRA MANDYA,82.91,True,False,False,False,1.0,0,False,MANDYA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
HARENDRA SINGH MALIK,KHURSHEED ALAM CONTRACTOR,27.15,False,False,False,False,0.0,0,False,MUZAFFARNAGAR,0.0,0.0,0,0.0048430096,0.48,None
HARIBHAI PATEL,AMICHANDBHAI PATEL GROUP SERVICES,5.43,False,False,False,False,0.0,0,False,MAHESANA,0.0,0.0,0,0.0048430096,0.48,None
Harsh Malhotra,Greenz,44.38,False,False,False,False,0.0,0,False,EAST DELHI,0.0,6.0,1,0.9970304,99.7,Is_Ghost_Work
Hasmukh Bhai Soma Bhai Patel,ALPHA EQUIPMENTS,24.16,False,False,False,False,0.0,0,False,AHMEDABAD EAST,0.0,0.0,0,0.0048430096,0.48,None
IMRAN MASOOD,AHTESHAM CONTRACTOR,20.68,False,False,False,False,0.0,0,False,SAHARANPUR,0.0,0.0,0,0.0048430096,0.48,None
IQRA CHOUDHARY,M S TRADERS,38.54,False,False,False,False,0.0,0,False,KAIRANA,0.0,0.0,0,0.0048430096,0.48,None
ISHA KHAN CHOUDHURY,THE LOTUS ENTERPRISE,20.91,False,False,False,False,0.0,0,False,MALDAHA DAKSHIN,0.0,0.0,0,0.0048430096,0.48,None
Indra Hang Subba,SHIV SHAKTI FURNITURE,18.21,False,False,False,False,0.0,0,False,SIKKIM,0.0,0.0,0,0.0048430096,0.48,None
JAGADISH CHANDRA BARMA BASUNIA,PABAN AGARWALA,53.07,False,False,False,False,0.0,0,False,COOCHBEHAR,0.0,0.0,0,0.0048430096,0.48,None
JAGADISH SHETTAR,PRIYESH GOUNDADKAR,9.78,False,False,False,False,0.0,2,True,BELGAUM,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
JAI PARKASH,XEN City DHBVN Bhiwani,18.98,False,False,False,False,0.0,0,False,HISAR,0.0,0.0,0,0.0048430096,0.48,None
JASHUBHAI BHILUBHAI RATHVA,Krupal Construction,26.03,False,False,False,False,0.0,0,False,CHHOTA UDAIPUR,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
JITAN RAM MANJHI,ASSISTANT ENGINEER LAEO BODHGAYA VIDHAN SABHA,21.3,False,False,False,False,0.0,0,False,GAYA,0.0,0.0,0,0.0048430096,0.48,None
JITENDRA KUMAR DOHARE,BAKE BIHARI TRADERS,60.52,False,False,False,False,0.0,0,False,ETAWAH,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
JITIN PRASADA,INDRA JEET VERMA,17.15,False,False,False,False,0.0,0,False,PILIBHIT,0.0,0.0,0,0.0048430096,0.48,None
JOBA MAJHI,ARJUN KUMAR BAURI,52.05,False,False,False,False,0.0,0,False,SINGHBHUM,0.0,0.0,0,0.0048430096,0.48,None
JOYANTA BASUMATARY,Derhasad Basumatary,7.23,False,False,False,False,0.0,0,False,KOKRAJHAR,0.0,0.0,0,0.0048430096,0.48,None
JUNE MALIAH,SUJIT KUMAR CHAKRABORTY,16.16,False,False,False,False,0.0,0,False,MEDINIPUR,0.0,0.0,0,0.0048430096,0.48,None
JYOTIRADITYA M. SCINDIA,cmo shivpuri,10.47,False,False,False,False,0.0,0,False,GUNA,0.0,0.0,0,0.0048430096,0.48,None
Jagannath Sarkar,ROKHI GHOSH,25.45,False,False,False,False,0.0,0,False,RANAGHAT,0.0,0.0,0,0.0048430096,0.48,None
Jagdambika Pal,Nistha Enterprises,57.34,False,False,False,False,0.0,0,False,DOMARIYAGANJ,0.0,0.0,0,0.0048430096,0.48,None
Jai Prakash,0,0.0,0,0,0,0,0.0,0,False,HARDOI,0.0,0.0,0,0.0048430096,0.48,None
Janardan Mishra,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP REWA,26.47,False,False,False,False,0.0,0,False,REWA,0.0,0.0,0,0.0048430096,0.48,None
Jaswantsinh Sumanbhai Bhabhor,Gram Panchayat Gamdi Purv,7.71,False,False,False,False,0.0,0,False,DAHOD,0.0,0.0,0,0.0048430096,0.48,None
Jitendra Singh,Vikram Enterprises,16.25,False,False,False,False,0.0,0,False,UDHAMPUR,0.0,0.0,0,0.0048430096,0.48,None
Jyotsna Charandas Mahant ,CARTEL_CORP_B,34.2,False,True,True,True,5.0,0,False,KORBA,0.0,2.0,1,0.9967546,99.68,Is_Ghost_Work
K E PRAKASH,QUALITTY ENTERPRISES,45.53,False,False,False,False,0.0,0,False,ERODE,0.0,0.0,0,0.0048430096,0.48,None
K RADHAKRISHNAN,MUHAMMED MA,16.17,False,False,False,False,0.0,0,False,ALATHUR,0.0,0.0,0,0.0048430096,0.48,None
K Subbarayan,EAGGLE EYE INFRASTRUCTURES,8.28,False,False,False,False,0.0,0,False,TIRUPPUR,0.0,0.0,0,0.0048430096,0.48,None
K. C VENUGOPAL,Multiline Ventures,26.41,False,False,False,False,0.0,0,False,ALAPPUZHA,0.0,0.0,0,0.0048430096,0.48,None
K. RAJASHEKAR BASAVARAJ HITNAL,KRIDL BHUSIRI ACCOUNT WORKS,29.4,False,False,False,False,0.0,0,False,KOPPAL,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
KADIYAM KAVYA,KEDARINATH PROJECTS,7.35,False,False,False,False,0.0,0,False,WARANGEL,0.0,0.0,0,0.0048430096,0.48,None
KALI CHARAN MUNDA,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,38.75,False,False,False,False,0.0,0,False,KHUNTI,0.0,0.0,0,0.0048430096,0.48,None
KALI CHARAN SINGH,District Engineer,51.8,False,False,False,False,0.0,0,False,CHATRA,0.0,0.0,0,0.0048430096,0.48,None
KALIPADA SAREN,ATANU PATRA,29.98,False,False,False,False,0.0,0,False,JHARGRAM,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
KALYAN VAIJINATHRAO KALE,AMOL BADRINARAYAN KALASKAR,7.64,False,False,False,False,0.0,0,False,JALNA,0.0,0.0,0,0.0048430096,0.48,None
KAMAKHYA PRASAD TASA,We R,20.35,False,False,False,False,0.0,0,False,Kaziranga,0.0,0.0,0,0.0048430096,0.48,None
KAMLESH JANGDE,Abhishek Enterprises,15.52,False,False,False,False,0.0,0,False,JANJGIR CHAMPA,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
KANWAR SINGH TANWAR,Siddhu Enterprises,74.6,True,False,False,False,1.0,0,False,AMROHA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
KARAN BHUSHAN SINGH,SRIJAN CONSTRUCTION,86.56,True,False,False,False,1.0,0,False,KAISERGANJ,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
KARTICK CHANDRA PAUL,B PAUL AND CO,93.18,True,False,False,False,1.0,0,False,RAIGANJ,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
KISHORI LAL,AADI AND RUDRANSH CONSTRUCTION COMPANY,69.48,False,False,False,False,0.0,0,False,AMETHI,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
KONDA VISHWESHWAR REDDY,Munavath Raju,10.13,False,False,False,False,0.0,0,False,CHELVELLA,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
KOTA SRINIVAS POOJARY,KRIDL BHUSIRI ACCOUNT WORKS,8.72,False,False,False,True,3.0,0,False,UDUPI CHIKMAGALUR,0.0,0.0,0,0.10382239,10.38,Collusion_Risk_Score
KRISHNA DEVI SHIVSHANKER PATEL,DHARMENDRA ENTERPRISES,44.28,False,False,False,False,0.0,0,False,BANDA,0.0,0.0,0,0.0048430096,0.48,None
KRITI DEVI DEBBARMAN,Senior Deputy Magistrate Khowai,39.47,False,False,False,False,0.0,1,True,TRIPURA EAST,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
KULDEEP INDORA,RAJ CONSTRUCTION COMPANY,16.79,False,False,False,False,0.0,0,False,GANGANAGAR,0.0,0.0,0,0.0048430096,0.48,None
KUNDURU RAGHUVEER,ALLIED SURGICALS,49.83,False,False,False,False,0.0,0,False,NALGONDA,0.0,0.0,0,0.0048430096,0.48,None
Kakoli Ghosh Dastidar ,SG ENTERPRISE,16.48,False,False,False,False,0.0,0,False,BARASAT,0.0,7.0,1,0.9970304,99.7,Is_Ghost_Work
Kalanidhi Veeraswamy,SHRI VAIKUNTHANAATHAA,11.59,False,False,False,False,0.0,0,False,CHENNAI NORTH,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Kalyan Banerjee,Sushanta Dutta,6.64,False,False,False,False,0.0,0,False,SREERAMPUR,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Kamaljeet Sehrawat,ASN Services Pvt Limited,26.45,False,False,False,False,0.0,0,False,WEST DELHI,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Kamlesh Paswan,OM ENTERPRISES,65.34,False,False,False,False,0.0,0,False,BANSGAON,0.0,0.0,0,0.0048430096,0.48,None
Kangana Ranaut,Block Development  Office Rampur  Lok Sabha,11.41,False,False,False,False,0.0,0,False,MANDI,0.0,0.0,0,0.0048430096,0.48,None
Kani K Navas,FPLUS ENTERPRISES,25.6,False,False,False,False,0.0,0,False,RAMANATHAPURAM,0.0,0.0,0,0.0048430096,0.48,None
Kanimozhi Karunanidhi,Antony Selvan M,9.84,False,False,False,False,0.0,0,False,THOOTHUKKUDI,0.0,0.0,0,0.0048430096,0.48,None
Kaushalendra Kumar,Sheel Sons,27.68,False,False,False,False,0.0,0,False,NALANDA,0.0,0.0,0,0.0048430096,0.48,None
Khagen Murmu,VENTURE SPECTACULAR,37.29,False,False,False,False,0.0,0,False,MALDAHA UTTAR,0.0,0.0,0,0.0048430096,0.48,None
Khalilur Rahaman ,MAJIBUR RAHAMAN,41.04,False,False,False,False,0.0,0,False,JANGIPUR,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Kinjarapu Ram Mohan Naidu,sudiksa infra projects,22.32,False,False,False,False,0.0,0,False,SRIKAKULAM,0.0,0.0,0,0.0048430096,0.48,None
Kiren Rijiju,Ms Mohnio Enterprises,6.06,False,False,False,False,0.0,0,False,ARUNACHAL WEST,0.0,0.0,0,0.0048430096,0.48,None
Kirti Vardhan Singh,AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR,26.88,False,False,False,False,0.0,0,False,GONDA,0.0,0.0,0,0.0048430096,0.48,None
Kishan Reddy Gangapuram,Medoju Venugopal,91.59,True,False,False,False,1.0,0,False,SECUNDERABAD,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Kripanath Mallah,BITU RAY,30.32,False,False,False,False,0.0,0,False,KARIMGANJ,0.0,0.0,0,0.0048430096,0.48,None
Krishan Pal Gurjar,Mentiz Infratech India,38.63,False,False,False,False,0.0,0,False,FARIDABAD,0.0,0.0,0,0.0048430096,0.48,None
Krishna Prasad Tenneti,Seetha Remi Reddy,15.79,False,False,False,False,0.0,0,False,BAPATLA,0.0,0.0,0,0.0048430096,0.48,None
LALJI VERMA,MS SAKET TRADERS,18.49,False,False,False,False,0.0,0,False,AMBEDKAR NAGAR,0.0,0.0,0,0.0048430096,0.48,None
LAXMIKANT PAPPU NISHAD,JAI MATA DI VP CONSTRUCTION,79.09,True,False,False,False,1.0,5,True,SANT KABIR NAGAR,0.0,0.0,1,0.9643075,96.43,Trend_Anomaly_Score
LOVELY ANAND,R K Construction,21.81,False,False,False,False,0.0,0,False,SHEOHAR,0.0,0.0,0,0.0048430096,0.48,None
LUMBARAM,ms galaxy agency,11.7,False,False,False,False,0.0,0,False,JALORE,0.0,0.0,0,0.0048430096,0.48,None
Lavu Sri Krishna Devarayalu,ASHOK CONSTRUCTIONS,66.59,False,False,False,False,0.0,0,False,NARASARAOPET,0.0,0.0,0,0.0048430096,0.48,None
M. MALLESH BABU,KRIDL BHUSIRI ACCOUNT WORKS,19.99,False,False,False,False,0.0,0,False,KOLAR,0.0,0.0,0,0.0048430096,0.48,None
M.K. VISHNUPRASAD,SRI SAI ENTERPRISES,8.7,False,False,False,False,0.0,0,False,CUDDALORE,0.0,0.0,0,0.0048430096,0.48,None
MADHAVANENI RAGHUNANDAN RAO,PONNABOYANA SRINIVAS,9.52,False,False,False,False,0.0,0,False,MEDAK,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
MAHESH KASHYAP,GRAM PANCHAYAT HALLOOR,3.5,False,False,False,False,0.0,0,False,BASTAR,0.0,0.0,0,0.0048430096,0.48,None
MAHIMA KUMARI MEWAR,ASHOK KUMAR YADAV,8.62,False,False,False,True,3.0,0,False,RAJSAMAND,0.0,0.0,0,0.10382239,10.38,Collusion_Risk_Score
MALAIYARASAN D,DHANASEKARAN K,40.88,False,False,False,False,0.0,0,False,KALLAKURICHI,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
MALVIKA DEVI,ANOUSHKA NIRMAN PVT LTD,27.39,False,False,False,False,0.0,0,False,KALAHANDI,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
MALVINDER SINGH KANG,RS Industries,15.04,False,False,False,False,0.0,0,False,ANANDPUR SAHIB,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
MANI. A.,SUCCESS ASSOCIATES,20.08,False,False,False,False,0.0,0,False,DHARAMAPURI,0.0,0.0,0,0.0048430096,0.48,None
MANISH TEWARI,Prabh Kirpa Enterprises,13.7,False,False,False,False,0.0,0,False,CHANDIGARH,0.0,0.0,0,0.0048430096,0.48,None
MANJU SHARMA,ARUN GOVIL,24.53,False,False,False,False,0.0,0,False,JAIPUR,0.0,0.0,0,0.0048430096,0.48,None
MANNA LAL RAWAT,SHREE RAM ENTERPRISES,17.5,False,False,False,False,0.0,0,False,UDAIPUR,0.0,0.0,0,0.0048430096,0.48,None
MANOHAR LAL,The Bandh Coop LC Soc Ltd Bandh,36.91,False,False,False,False,0.0,2,True,KARNAL,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
MANOJ KUMAR,0,0.0,0,0,0,0,0.0,0,False,SASARAM,0.0,0.0,0,0.0048430096,0.48,None
MANOJ TIGGA,SUBRATA SAHA,38.75,False,False,False,False,0.0,0,False,ALIPURDUARS,0.0,0.0,0,0.0048430096,0.48,None
MIAN ALTAF AHMAD,MASRAT SIDIQ GILKAR,28.11,False,False,False,False,0.0,0,False,ANANTNAG,0.0,0.0,0,0.0048430096,0.48,None
MOHIBBULLAH,AL ARQAM ENTERPRISES,43.01,False,False,False,False,0.0,0,False,RAMPUR,0.0,0.0,0,0.0048430096,0.48,None
MOHITE PATIL DHAIRYASHEEL RAJSINH,ABHIJEET AGENCIES SOLAPUR,92.68,True,False,False,False,1.0,0,False,MADHA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
MUHAMMED HAMDULLAH SAYEED,The Mananging Director Kerala Medical Service Coporation Ltd,82.78,True,False,False,False,1.0,0,False,LAKSHADWEEP,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
MUKESHKUMAR CHANDRAKAANT DALAL,Nutra Marketing,14.01,False,False,False,False,0.0,0,False,SURAT,0.0,0.0,0,0.0048430096,0.48,None
MURARI LAL MEENA,MENKA YADAV,13.37,False,False,False,True,3.0,0,False,DAUSA,0.0,0.0,0,0.10382239,10.38,Collusion_Risk_Score
MURASOLI S,GM Constructions and Infra P,19.01,False,False,False,False,0.0,0,False,THANJAVUR,0.0,0.0,0,0.0048430096,0.48,None
MURLIDHAR MOHOL,MUDHAIDEVI MAJUR SAHKARI SANSTHA MARYADIT,15.83,False,False,False,False,0.0,0,False,PUNE,0.0,0.0,0,0.0048430096,0.48,None
Maddila Gurumoorthy,Thallapaka Nagarjuna Reddy,13.75,False,False,False,False,0.0,0,False,TIRUPATI,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Magunta Sreenivasulu Reddy,V V SAMBASIVA SRI KRISHNA,21.84,False,False,False,False,0.0,0,False,ONGOLE,0.0,0.0,0,0.0048430096,0.48,None
Mahendra Singh Solanky,CEO Janpad Panchayat Dewas,17.68,False,False,False,False,0.0,0,False,DEWAS,0.0,0.0,0,0.0048430096,0.48,None
Mahesh Sharma,DEV CONSTRUCTION,22.66,False,False,False,False,0.0,0,False,GAUTAM BUDDHA NAGAR,0.0,0.0,0,0.0048430096,0.48,None
Mala Rajya Laxmi Shah ,Masti ram,32.21,False,False,False,False,0.0,0,False,TEHRI GARHWAL,0.0,0.0,0,0.0048430096,0.48,None
Mala Roy ,GOUTAM CONSTRUCTION,16.24,False,False,False,False,0.0,0,False,KOLKATA DAKSHIN,0.0,0.0,0,0.0048430096,0.48,None
Manickam Tagore B,Sathess kumar,7.54,False,False,False,False,0.0,0,False,VIRUDHUNAGAR,0.0,0.0,0,0.0048430096,0.48,None
Manoj Tiwari,Central Electronics Limited,75.67,True,False,False,False,1.0,0,False,NORTH EAST DELHI,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Mansukhbhai Dhanjibhai Vasava,D R KUKADIA,4.44,False,False,False,False,0.0,0,False,BHARUCH,0.0,0.0,0,0.0048430096,0.48,None
Midhun Reddy,N KAMALAKAR REDDY,6.26,False,False,False,False,0.0,0,False,RAJAMPET,0.0,0.0,0,0.0048430096,0.48,None
Mitesh Rameshbhai Bakabhai Patel,aastha construction,16.86,False,False,False,False,0.0,0,False,ANAND,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Mohamed Haneefa,SML ISUZU LTD,34.51,False,False,False,False,0.0,0,False,LADAKH,0.0,0.0,0,0.0048430096,0.48,None
Mr Gopal Jee Thakur,BIOLUNAR ENERGY SOLUTION,94.79,True,False,False,False,1.0,1,True,DARBHANGA,0.0,0.0,1,0.9643075,96.43,Trend_Anomaly_Score
