Work ID,State,district,category,quantity,unit,sanction_amount,unit_cost,sor_rate,expected_cost,cost_deviation_pct,sor_match_confidence,is_anomaly_injected,Work Description,Original Category,MP Name,House,Completed Date,Has Images,Average Rating,IDA
145910,Madhya Pradesh,BETUL,Other Construction,58.37,sq_meters,259942.0,4453.57,4813.52,280951.33,-0.0748,0.814,False,L.No. 177 Dt 07.10.24 Gram panchayat  devgaon ke chevgaon me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145912,Madhya Pradesh,BETUL,Other Construction,96.7,sq_meters,259942.0,2688.06,2718.93,262926.78,-0.0114,0.946,False,L.No. 177 Dt 07.10.24 Gram panchayat Tirmahu ke tirmahu me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145913,Madhya Pradesh,BETUL,Other Construction,71.61,sq_meters,259942.0,3630.05,3622.25,259383.53,0.0022,0.813,False,L.No. 177 Dt 07.10.24 Gram panchayat Tarodabujurga  me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145914,Madhya Pradesh,BETUL,Other Construction,49.85,sq_meters,259942.0,5214.17,4583.35,228493.98,0.1376,0.861,False,L.No. 177 Dt 07.10.24 Gram panchayat Dhabla  me gram panchayat ke samne,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145915,Madhya Pradesh,BETUL,Road Construction,114.87,sq_meters,259942.0,2262.83,2105.12,241824.47,0.0749,0.71,False,L.No. 177 Dt 07.10.24 Gram panchayat Eklahara main road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145916,Madhya Pradesh,BETUL,Road Construction,106.46,sq_meters,259942.0,2441.73,2171.41,231164.6,0.1245,0.904,False,L.No. 177 Dt 07.10.24 Gram panchayat Ashta me multai road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145917,Madhya Pradesh,BETUL,Other Construction,26.93,sq_meters,259942.0,9653.69,2426.3,65332.12,2.9788,0.705,True,L.No. 177 Dt 07.10.24 Gram panchayat Sirdi ke multai raod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145918,Madhya Pradesh,BETUL,Other Construction,79.53,sq_meters,259942.0,3268.42,3283.25,261121.17,-0.0045,0.811,False,L.No. 177 Dt 07.10.24 Gram panchayat Chakora ke chakora jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145919,Madhya Pradesh,BETUL,Other Construction,69.25,sq_meters,259942.0,3753.54,3758.84,260309.27,-0.0014,0.725,False,L.No. 177 Dt 07.10.24 Gram panchayat parsodi ke parsodi jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2025-08-30T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145920,Madhya Pradesh,BETUL,Other Construction,90.92,sq_meters,259942.0,2858.99,2704.08,245857.8,0.0573,0.715,False,L.No. 177 Dt 07.10.24 Gram panchayat Devgaon ke devgaon jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145921,Madhya Pradesh,BETUL,Other Construction,54.66,sq_meters,259942.0,4755.65,4185.09,228755.65,0.1363,0.701,False,L.No. 177 Dt 07.10.24 Gram panchayat pachdhar ke  pachdhar me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145922,Madhya Pradesh,BETUL,Other Construction,74.82,sq_meters,259942.0,3474.07,3227.36,241482.31,0.0764,0.706,False,L.No. 177 Dt 07.10.24 Gram panchayat Etava ke etave me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145923,Madhya Pradesh,BETUL,Road Construction,72.19,sq_meters,259942.0,3600.95,3250.41,234637.31,0.1078,0.877,False,L.No. 177 Dt 07.10.24 Gram panchayat Majri ke majri ramnagar road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145924,Madhya Pradesh,BETUL,Other Construction,125.0,sq_meters,259942.0,2079.52,2102.81,262852.94,-0.0111,0.706,False,L.No. 177 Dt 07.10.24 Gram panchayat Gadra ke gadra me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145941,Madhya Pradesh,BETUL,Other Construction,122.53,sq_meters,259942.0,2121.4,2040.26,249999.52,0.0398,0.722,False,L.No. 177 Dt 07.10.24  Grampanchayat Bhayawadi me Jhileri jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145942,Madhya Pradesh,BETUL,Road Construction,71.42,sq_meters,259942.0,3639.7,3297.64,235512.41,0.1037,0.823,False,L.No. 177 Dt. 07.10.24 Gram Panchayat  Karajgao ke main road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145943,Madhya Pradesh,BETUL,Other Construction,59.34,sq_meters,259942.0,4380.36,4433.75,263110.11,-0.012,0.822,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Moharkheda me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145944,Madhya Pradesh,BETUL,Other Construction,128.86,sq_meters,259942.0,2017.29,2138.99,275623.77,-0.0569,0.779,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Moharkheda ke jamgaon me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145945,Madhya Pradesh,BETUL,Road Construction,92.64,sq_meters,259942.0,2806.02,3006.04,278471.28,-0.0665,0.899,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Gaula ke main road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145946,Madhya Pradesh,BETUL,Road Construction,120.2,sq_meters,259942.0,2162.65,2187.99,262987.71,-0.0116,0.72,False,L.No. 177 Dt. 07.10.24 Gram Panchayat gaula ke rawa main road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145947,Madhya Pradesh,BETUL,Other Construction,115.86,sq_meters,259942.0,2243.52,2283.6,264586.54,-0.0176,0.786,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Nimanwada ke nimanwada me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145948,Madhya Pradesh,BETUL,Other Construction,58.51,sq_meters,259942.0,4442.66,4909.08,287232.61,-0.095,0.908,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Nimanwada ke sonora me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145949,Madhya Pradesh,BETUL,Other Construction,50.39,sq_meters,259942.0,5158.21,4491.63,226350.38,0.1484,0.732,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Pouni ke pouni,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145950,Madhya Pradesh,BETUL,Road Construction,86.22,sq_meters,259942.0,3015.01,2654.61,228869.76,0.1358,0.913,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Datora ke datora main road jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145951,Madhya Pradesh,BETUL,Other Construction,81.52,sq_meters,259942.0,3188.63,2783.43,226909.76,0.1456,0.705,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Chindkheda ke tawla jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145952,Madhya Pradesh,BETUL,Other Construction,50.57,sq_meters,259942.0,5140.2,4584.65,231847.96,0.1212,0.911,False,L.No. 177 Dt. 07.10.24 Gram Panchayat Khatedakala  ke khetedakala me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
145953,Madhya Pradesh,BETUL,Other Construction,97.28,sq_meters,259942.0,2672.2,2391.2,232607.04,0.1175,0.936,False,L.No. 177 Dt. 07.10.24 Gram Panchayat jam ke jam me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146163,Madhya Pradesh,BETUL,Other Construction,48.76,sq_meters,259942.0,5330.99,4825.47,235292.31,0.1048,0.909,False,L.No.177 dt. 07.10.24 Gram Panchayat Bichuaa ke Bichuaa me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146164,Madhya Pradesh,BETUL,Other Construction,124.08,sq_meters,259942.0,2094.88,2274.09,282179.38,-0.0788,0.928,False,L.No.177 dt. 07.10.24 Gram Panchayat Bichuaa ke Tudaborgaon me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146165,Madhya Pradesh,BETUL,Road Construction,95.23,sq_meters,259942.0,2729.76,2536.41,241529.84,0.0762,0.948,False,L.No.177 dt. 07.10.24 Gram Panchayat shahapur me NH47 road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146166,Madhya Pradesh,BETUL,Road Construction,113.19,sq_meters,259942.0,2296.57,2018.68,228488.01,0.1377,0.841,False,L.No.177 dt. 07.10.24 Gram Panchayat Juwadi me Juwadi se mahendrawadi road par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146167,Madhya Pradesh,BETUL,Other Construction,73.45,sq_meters,259942.0,3539.13,3576.35,262675.64,-0.0104,0.81,False,L.No.177 dt. 07.10.24 Gram Panchayat Ambada ke NH jod par,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146200,Madhya Pradesh,BETUL,Other Construction,47.94,sq_meters,190546.0,3974.5,3683.69,176603.74,0.0789,0.899,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Khedisawaligarh,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146201,Madhya Pradesh,BETUL,Other Construction,69.46,sq_meters,190546.0,2743.08,2819.84,195877.61,-0.0272,0.874,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Kumhali ke gram karpa me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146202,Madhya Pradesh,BETUL,Other Construction,52.43,sq_meters,190546.0,3634.28,3404.53,178500.32,0.0675,0.913,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Dahargaon ke Padherkhurda me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146203,Madhya Pradesh,BETUL,Other Construction,20.02,sq_meters,190546.0,9515.73,4119.11,82482.39,1.3101,0.945,True,L.No. 179 Dt. 07.10.24 Gram Panchayat Mahadgaon ke BHayawadi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146204,Madhya Pradesh,BETUL,Other Construction,62.84,sq_meters,190546.0,3032.1,2967.47,186484.88,0.0218,0.711,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Mandaibujurga ke Kumhariya me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146205,Madhya Pradesh,BETUL,Other Construction,49.47,sq_meters,190546.0,3851.84,3625.77,179362.14,0.0624,0.879,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Mandaikhurda ke Mandai me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146206,Madhya Pradesh,BETUL,Other Construction,49.79,sq_meters,190546.0,3826.66,3853.13,191864.21,-0.0069,0.876,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Bodijunawani ke Bodi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146207,Madhya Pradesh,BETUL,Other Construction,67.47,sq_meters,190546.0,2824.12,2890.66,195035.66,-0.023,0.924,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Kodaroti ke Dudaborgaon me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146208,Madhya Pradesh,BETUL,Other Construction,48.01,sq_meters,190546.0,3968.82,3936.2,188979.94,0.0083,0.97,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Hiwarkhedi ke Hivarkhedi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146209,Madhya Pradesh,BETUL,Other Construction,87.96,sq_meters,190546.0,2166.3,2403.05,211370.01,-0.0985,0.769,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Ratamati ke Ratamati bujurga me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146210,Madhya Pradesh,BETUL,Other Construction,81.67,sq_meters,190546.0,2333.2,2089.03,170605.76,0.1169,0.969,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Mathani ke mathni me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146211,Madhya Pradesh,BETUL,Other Construction,53.07,sq_meters,190546.0,3590.59,3373.48,179024.55,0.0644,0.926,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Bagholibujurga me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146212,Madhya Pradesh,BETUL,Other Construction,42.73,sq_meters,190546.0,4459.53,4787.11,204542.88,-0.0684,0.773,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Deogaon ke chouki me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146213,Madhya Pradesh,BETUL,Other Construction,55.09,sq_meters,190546.0,3459.07,3342.85,184143.9,0.0348,0.898,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Vijaygram ke Vijaygram me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-28T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146214,Madhya Pradesh,BETUL,Other Construction,36.67,sq_meters,190546.0,5196.19,4524.6,165918.75,0.1484,0.902,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Chiwal ke Chiwal me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-23T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146215,Madhya Pradesh,BETUL,Other Construction,14.84,sq_meters,190546.0,12837.57,4135.04,61375.67,2.1046,0.798,True,L.No. 179 Dt. 07.10.24 Gram Panchayat Kekadiyakala ke Rohnikheda me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146216,Madhya Pradesh,BETUL,Other Construction,36.08,sq_meters,190546.0,5281.52,4760.94,171764.38,0.1093,0.813,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Bainsdehi ke NP Bhaisdehi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146217,Madhya Pradesh,BETUL,Other Construction,27.52,sq_meters,190546.0,6923.78,4595.13,126460.39,0.5068,0.726,True,L.No. 179 Dt. 07.10.24 Gram Panchayat Bhivkund ke Sarrai me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146218,Madhya Pradesh,BETUL,Other Construction,49.08,sq_meters,190546.0,3882.33,3543.3,173906.28,0.0957,0.858,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Koudike Koudi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146219,Madhya Pradesh,BETUL,Other Construction,68.84,sq_meters,190546.0,2767.93,2544.37,175156.23,0.0879,0.994,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Kordi ke Goulandhana me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146220,Madhya Pradesh,BETUL,Other Construction,90.04,sq_meters,190546.0,2116.27,2027.48,182551.75,0.0438,0.717,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Dedpani ke Kabraraiyyat me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146221,Madhya Pradesh,BETUL,Other Construction,41.52,sq_meters,190546.0,4589.67,4553.98,189064.29,0.0078,0.883,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Batlakala ke Batlakala me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-27T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146222,Madhya Pradesh,BETUL,Other Construction,43.74,sq_meters,190546.0,4355.87,4218.36,184530.37,0.0326,0.706,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Pandhra ke pandhra me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146223,Madhya Pradesh,BETUL,Other Construction,46.97,sq_meters,190546.0,4056.85,3941.87,185145.85,0.0292,0.713,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Valvi ke Valni me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146224,Madhya Pradesh,BETUL,Other Construction,50.07,sq_meters,190546.0,3805.93,3427.51,171600.2,0.1104,0.875,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Chakora ke Chakora me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146225,Madhya Pradesh,BETUL,Other Construction,79.95,sq_meters,190546.0,2383.4,2278.23,182138.0,0.0462,0.91,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Badalpur ke Badalpur me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146226,Madhya Pradesh,BETUL,Other Construction,78.1,sq_meters,190546.0,2439.85,2344.43,183093.72,0.0407,0.883,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Gehubarsa ke Gehubarsa me,Normal/Others,Durga Das Uikey ,Lok Sabha,2025-07-23T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146227,Madhya Pradesh,BETUL,Other Construction,42.61,sq_meters,190546.0,4471.52,4890.79,208412.25,-0.0857,0.851,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Khapa ke Khapa me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146228,Madhya Pradesh,BETUL,Other Construction,53.01,sq_meters,190546.0,3594.23,3266.02,173146.07,0.1005,0.931,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Awariya ke Awariya me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146229,Madhya Pradesh,BETUL,Other Construction,59.5,sq_meters,190546.0,3202.59,3109.07,184981.98,0.0301,0.751,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Rampurmal keRampurmal me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146230,Madhya Pradesh,BETUL,Other Construction,85.05,sq_meters,190546.0,2240.44,2344.12,199364.21,-0.0442,0.978,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Ragadgaon ke Ragadgaon me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146231,Madhya Pradesh,BETUL,Other Construction,42.4,sq_meters,190546.0,4494.21,4059.28,172105.44,0.1071,0.914,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Jamthi ke Jamthi me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146232,Madhya Pradesh,BETUL,Other Construction,43.61,sq_meters,190546.0,4369.67,3939.37,171782.19,0.1092,0.933,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Morand ke Morand me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146233,Madhya Pradesh,BETUL,Other Construction,45.28,sq_meters,190546.0,4208.41,3816.97,172822.68,0.1026,0.714,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Chikhlimal ke Chikhalimalme,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146234,Madhya Pradesh,BETUL,Other Construction,41.82,sq_meters,190546.0,4556.26,4948.66,206956.36,-0.0793,0.872,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Hiwarkhed ke Hiwarkhed me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146235,Madhya Pradesh,BETUL,Other Construction,58.48,sq_meters,190546.0,3258.31,3438.95,201109.65,-0.0525,0.852,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Sendurjana ke Sendurjana me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146236,Madhya Pradesh,BETUL,Other Construction,54.75,sq_meters,190546.0,3480.23,3395.69,185917.28,0.0249,0.955,False,L.No. 179 Dt. 07.10.24 Gram Panchayat Bisnoor ke Bisnoor me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146249,Madhya Pradesh,BETUL,Other Construction,48.81,sq_meters,190546.0,3903.74,3865.76,188692.19,0.0098,0.938,False,L.No. 179 Dt 07.10.24 Nagar Parishad Shahapur me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146250,Madhya Pradesh,BETUL,Other Construction,70.34,sq_meters,190546.0,2708.82,2974.14,209209.11,-0.0892,0.798,False,L.No. 179 Dt 07.10.24 Nagar Parishad Shahapur me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146251,Madhya Pradesh,BETUL,Other Construction,95.94,sq_meters,190546.0,1986.01,2104.38,201902.6,-0.0562,0.743,False,L.No. 179 Dt 07.10.24 Nagar Parishad Aathner me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146252,Madhya Pradesh,BETUL,Other Construction,56.68,sq_meters,190546.0,3361.62,3346.96,189715.24,0.0044,0.781,False,L.No. 179 Dt 07.10.24 Nagar Parishad Aathner me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146253,Madhya Pradesh,BETUL,Other Construction,67.01,sq_meters,190546.0,2843.66,2572.09,172348.59,0.1056,0.969,False,L.No. 179 Dt 07.10.24 Nagar Parishad Amla me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146254,Madhya Pradesh,BETUL,Other Construction,47.72,sq_meters,190546.0,3992.93,4050.48,193292.44,-0.0142,0.815,False,L.No. 179 Dt 07.10.24 Nagar Parishad Amla me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146255,Madhya Pradesh,BETUL,Other Construction,37.82,sq_meters,190546.0,5037.73,4390.9,166080.44,0.1473,0.979,False,L.No. 179 Dt 07.10.24 Nagar Parishad Multai me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146256,Madhya Pradesh,BETUL,Other Construction,70.32,sq_meters,190546.0,2709.55,2735.13,192344.91,-0.0094,0.816,False,L.No. 179 Dt 07.10.24 Nagar Parishad Multai me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
146257,Madhya Pradesh,BETUL,Other Construction,40.96,sq_meters,190546.0,4652.44,4978.69,203907.96,-0.0655,0.997,False,L.No. 179 Dt 07.10.24 Nagar Parishad Betul me,Normal/Others,Durga Das Uikey ,Lok Sabha,2026-01-29T00:00:00.000Z,True,,BETUL(DISTRICT COLLECTOR BETUL_IDA)
